sentid	contextid	pairid	comparison	lemma	condition	sentence	ROI
251	2	126	unexpected	band	sent_comp	The authors know the officers bands	5
252	2	126	expected	band	sent_comp	The authors know the officers band	5
253	2	127	unexpected	banish	sent_comp	The authors know the officers banishes	5
254	2	127	expected	banish	sent_comp	The authors know the officers banish	5
255	2	128	unexpected	bankroll	sent_comp	The authors know the officers bankrolls	5
256	2	128	expected	bankroll	sent_comp	The authors know the officers bankroll	5
257	2	129	unexpected	bankrupt	sent_comp	The authors know the officers bankrupts	5
258	2	129	expected	bankrupt	sent_comp	The authors know the officers bankrupt	5
259	2	130	unexpected	bank	sent_comp	The authors know the officers banks	5
260	2	130	expected	bank	sent_comp	The authors know the officers bank	5
261	2	131	unexpected	ban	sent_comp	The authors know the officers bans	5
262	2	131	expected	ban	sent_comp	The authors know the officers ban	5
263	2	132	unexpected	bargain	sent_comp	The authors know the officers bargains	5
264	2	132	expected	bargain	sent_comp	The authors know the officers bargain	5
265	2	133	unexpected	bar	sent_comp	The authors know the officers bars	5
266	2	133	expected	bar	sent_comp	The authors know the officers bar	5
267	2	134	unexpected	base	sent_comp	The authors know the officers bases	5
268	2	134	expected	base	sent_comp	The authors know the officers base	5
269	2	135	unexpected	bash	sent_comp	The authors know the officers bashes	5
270	2	135	expected	bash	sent_comp	The authors know the officers bash	5
271	2	136	unexpected	batter	sent_comp	The authors know the officers batters	5
272	2	136	expected	batter	sent_comp	The authors know the officers batter	5
273	2	137	unexpected	battle	sent_comp	The authors know the officers battles	5
274	2	137	expected	battle	sent_comp	The authors know the officers battle	5
275	2	138	unexpected	bear	sent_comp	The authors know the officers bears	5
276	2	138	expected	bear	sent_comp	The authors know the officers bear	5
277	2	139	unexpected	beat	sent_comp	The authors know the officers beats	5
278	2	139	expected	beat	sent_comp	The authors know the officers beat	5
279	2	140	unexpected	become	sent_comp	The authors know the officers becomes	5
280	2	140	expected	become	sent_comp	The authors know the officers become	5
281	2	141	unexpected	bedevil	sent_comp	The authors know the officers bedevils	5
282	2	141	expected	bedevil	sent_comp	The authors know the officers bedevil	5
283	2	142	unexpected	beef	sent_comp	The authors know the officers beefs	5
284	2	142	expected	beef	sent_comp	The authors know the officers beef	5
285	2	143	unexpected	begin	sent_comp	The authors know the officers begins	5
286	2	143	expected	begin	sent_comp	The authors know the officers begin	5
287	2	144	unexpected	behave	sent_comp	The authors know the officers behaves	5
288	2	144	expected	behave	sent_comp	The authors know the officers behave	5
289	2	145	unexpected	belie	sent_comp	The authors know the officers belies	5
290	2	145	expected	belie	sent_comp	The authors know the officers belie	5
291	2	146	unexpected	believe	sent_comp	The authors know the officers believes	5
292	2	146	expected	believe	sent_comp	The authors know the officers believe	5
293	2	147	unexpected	bellow	sent_comp	The authors know the officers bellows	5
294	2	147	expected	bellow	sent_comp	The authors know the officers bellow	5
295	2	148	unexpected	belong	sent_comp	The authors know the officers belongs	5
296	2	148	expected	belong	sent_comp	The authors know the officers belong	5
297	2	149	unexpected	bend	sent_comp	The authors know the officers bends	5
298	2	149	expected	bend	sent_comp	The authors know the officers bend	5
299	2	150	unexpected	benefit	sent_comp	The authors know the officers benefits	5
300	2	150	expected	benefit	sent_comp	The authors know the officers benefit	5
301	2	151	unexpected	bet	sent_comp	The authors know the officers bets	5
302	2	151	expected	bet	sent_comp	The authors know the officers bet	5
303	2	152	unexpected	are	sent_comp	The authors know the officers is	5
304	2	152	expected	are	sent_comp	The authors know the officers are	5
305	2	153	unexpected	bid	sent_comp	The authors know the officers bids	5
306	2	153	expected	bid	sent_comp	The authors know the officers bid	5
307	2	154	unexpected	bill	sent_comp	The authors know the officers bills	5
308	2	154	expected	bill	sent_comp	The authors know the officers bill	5
309	2	155	unexpected	bite	sent_comp	The authors know the officers bites	5
310	2	155	expected	bite	sent_comp	The authors know the officers bite	5
311	2	156	unexpected	blackmail	sent_comp	The authors know the officers blackmails	5
312	2	156	expected	blackmail	sent_comp	The authors know the officers blackmail	5
313	2	157	unexpected	blame	sent_comp	The authors know the officers blames	5
314	2	157	expected	blame	sent_comp	The authors know the officers blame	5
315	2	158	unexpected	blast	sent_comp	The authors know the officers blasts	5
316	2	158	expected	blast	sent_comp	The authors know the officers blast	5
317	2	159	unexpected	bleed	sent_comp	The authors know the officers bleeds	5
318	2	159	expected	bleed	sent_comp	The authors know the officers bleed	5
319	2	160	unexpected	blend	sent_comp	The authors know the officers blends	5
320	2	160	expected	blend	sent_comp	The authors know the officers blend	5
321	2	161	unexpected	bless	sent_comp	The authors know the officers blesses	5
322	2	161	expected	bless	sent_comp	The authors know the officers bless	5
323	2	162	unexpected	blink	sent_comp	The authors know the officers blinks	5
324	2	162	expected	blink	sent_comp	The authors know the officers blink	5
325	2	163	unexpected	block	sent_comp	The authors know the officers blocks	5
326	2	163	expected	block	sent_comp	The authors know the officers block	5
327	2	164	unexpected	blow	sent_comp	The authors know the officers blows	5
328	2	164	expected	blow	sent_comp	The authors know the officers blow	5
329	2	165	unexpected	blunder	sent_comp	The authors know the officers blunders	5
330	2	165	expected	blunder	sent_comp	The authors know the officers blunder	5
331	2	166	unexpected	blunt	sent_comp	The authors know the officers blunts	5
332	2	166	expected	blunt	sent_comp	The authors know the officers blunt	5
333	2	167	unexpected	blur	sent_comp	The authors know the officers blurs	5
334	2	167	expected	blur	sent_comp	The authors know the officers blur	5
335	2	168	unexpected	board	sent_comp	The authors know the officers boards	5
336	2	168	expected	board	sent_comp	The authors know the officers board	5
337	2	169	unexpected	boast	sent_comp	The authors know the officers boasts	5
338	2	169	expected	boast	sent_comp	The authors know the officers boast	5
339	2	170	unexpected	bode	sent_comp	The authors know the officers bodes	5
340	2	170	expected	bode	sent_comp	The authors know the officers bode	5
341	2	171	unexpected	bog	sent_comp	The authors know the officers bogs	5
342	2	171	expected	bog	sent_comp	The authors know the officers bog	5
343	2	172	unexpected	bolster	sent_comp	The authors know the officers bolsters	5
344	2	172	expected	bolster	sent_comp	The authors know the officers bolster	5
345	2	173	unexpected	bomb	sent_comp	The authors know the officers bombs	5
346	2	173	expected	bomb	sent_comp	The authors know the officers bomb	5
347	2	174	unexpected	boom	sent_comp	The authors know the officers booms	5
348	2	174	expected	boom	sent_comp	The authors know the officers boom	5
349	2	175	unexpected	boost	sent_comp	The authors know the officers boosts	5
350	2	175	expected	boost	sent_comp	The authors know the officers boost	5
351	2	176	unexpected	borrow	sent_comp	The authors know the officers borrows	5
352	2	176	expected	borrow	sent_comp	The authors know the officers borrow	5
353	2	177	unexpected	bother	sent_comp	The authors know the officers bothers	5
354	2	177	expected	bother	sent_comp	The authors know the officers bother	5
355	2	178	unexpected	bottle	sent_comp	The authors know the officers bottles	5
356	2	178	expected	bottle	sent_comp	The authors know the officers bottle	5
357	2	179	unexpected	bounce	sent_comp	The authors know the officers bounces	5
358	2	179	expected	bounce	sent_comp	The authors know the officers bounce	5
359	2	180	unexpected	bow	sent_comp	The authors know the officers bows	5
360	2	180	expected	bow	sent_comp	The authors know the officers bow	5
361	2	181	unexpected	brace	sent_comp	The authors know the officers braces	5
362	2	181	expected	brace	sent_comp	The authors know the officers brace	5
363	2	182	unexpected	brag	sent_comp	The authors know the officers brags	5
364	2	182	expected	brag	sent_comp	The authors know the officers brag	5
365	2	183	unexpected	branch	sent_comp	The authors know the officers branches	5
366	2	183	expected	branch	sent_comp	The authors know the officers branch	5
367	2	184	unexpected	brave	sent_comp	The authors know the officers braves	5
368	2	184	expected	brave	sent_comp	The authors know the officers brave	5
369	2	185	unexpected	brazen	sent_comp	The authors know the officers brazens	5
370	2	185	expected	brazen	sent_comp	The authors know the officers brazen	5
371	2	186	unexpected	breach	sent_comp	The authors know the officers breaches	5
372	2	186	expected	breach	sent_comp	The authors know the officers breach	5
373	2	187	unexpected	break	sent_comp	The authors know the officers breaks	5
374	2	187	expected	break	sent_comp	The authors know the officers break	5
375	2	188	unexpected	breed	sent_comp	The authors know the officers breeds	5
376	2	188	expected	breed	sent_comp	The authors know the officers breed	5
377	2	189	unexpected	brew	sent_comp	The authors know the officers brews	5
378	2	189	expected	brew	sent_comp	The authors know the officers brew	5
379	2	190	unexpected	bribe	sent_comp	The authors know the officers bribes	5
380	2	190	expected	bribe	sent_comp	The authors know the officers bribe	5
381	2	191	unexpected	bridge	sent_comp	The authors know the officers bridges	5
382	2	191	expected	bridge	sent_comp	The authors know the officers bridge	5
383	2	192	unexpected	brief	sent_comp	The authors know the officers briefs	5
384	2	192	expected	brief	sent_comp	The authors know the officers brief	5
385	2	193	unexpected	bring	sent_comp	The authors know the officers brings	5
386	2	193	expected	bring	sent_comp	The authors know the officers bring	5
387	2	194	unexpected	broadcast	sent_comp	The authors know the officers broadcasts	5
388	2	194	expected	broadcast	sent_comp	The authors know the officers broadcast	5
389	2	195	unexpected	broaden	sent_comp	The authors know the officers broadens	5
390	2	195	expected	broaden	sent_comp	The authors know the officers broaden	5
391	2	196	unexpected	browbeat	sent_comp	The authors know the officers browbeats	5
392	2	196	expected	browbeat	sent_comp	The authors know the officers browbeat	5
393	3	197	unexpected	brush	sent_comp	The author thinks the consultants brushes	5
394	3	197	expected	brush	sent_comp	The author thinks the consultants brush	5
395	3	198	unexpected	buckle	sent_comp	The author thinks the consultants buckles	5
396	3	198	expected	buckle	sent_comp	The author thinks the consultants buckle	5
397	3	199	unexpected	buck	sent_comp	The author thinks the consultants bucks	5
398	3	199	expected	buck	sent_comp	The author thinks the consultants buck	5
399	3	200	unexpected	budge	sent_comp	The author thinks the consultants budges	5
400	3	200	expected	budge	sent_comp	The author thinks the consultants budge	5
401	3	201	unexpected	buffer	sent_comp	The author thinks the consultants buffers	5
402	3	201	expected	buffer	sent_comp	The author thinks the consultants buffer	5
403	3	202	unexpected	buffet	sent_comp	The author thinks the consultants buffets	5
404	3	202	expected	buffet	sent_comp	The author thinks the consultants buffet	5
405	3	203	unexpected	build	sent_comp	The author thinks the consultants builds	5
406	3	203	expected	build	sent_comp	The author thinks the consultants build	5
407	3	204	unexpected	bumble	sent_comp	The author thinks the consultants bumbles	5
408	3	204	expected	bumble	sent_comp	The author thinks the consultants bumble	5
409	3	205	unexpected	bump	sent_comp	The author thinks the consultants bumps	5
410	3	205	expected	bump	sent_comp	The author thinks the consultants bump	5
411	3	206	unexpected	buoy	sent_comp	The author thinks the consultants buoys	5
412	3	206	expected	buoy	sent_comp	The author thinks the consultants buoy	5
413	3	207	unexpected	burn	sent_comp	The author thinks the consultants burns	5
414	3	207	expected	burn	sent_comp	The author thinks the consultants burn	5
415	3	208	unexpected	bury	sent_comp	The author thinks the consultants buries	5
416	3	208	expected	bury	sent_comp	The author thinks the consultants bury	5
417	3	209	unexpected	buttress	sent_comp	The author thinks the consultants buttresses	5
418	3	209	expected	buttress	sent_comp	The author thinks the consultants buttress	5
419	3	210	unexpected	butt	sent_comp	The author thinks the consultants butts	5
420	3	210	expected	butt	sent_comp	The author thinks the consultants butt	5
