sentid	contextid	pairid	comparison	lemma	condition	sentence	ROI
37	1	19	unexpected	accuse	obj_rel_no_that	The officer the pilot braves accuse	5
38	1	19	expected	accuse	obj_rel_no_that	The officer the pilot braves accuses	5
39	1	20	unexpected	achieve	obj_rel_no_that	The officer the pilot braves achieve	5
40	1	20	expected	achieve	obj_rel_no_that	The officer the pilot braves achieves	5
41	1	21	unexpected	acknowledge	obj_rel_no_that	The officer the pilot braves acknowledge	5
42	1	21	expected	acknowledge	obj_rel_no_that	The officer the pilot braves acknowledges	5
43	1	22	unexpected	acquire	obj_rel_no_that	The officer the pilot braves acquire	5
44	1	22	expected	acquire	obj_rel_no_that	The officer the pilot braves acquires	5
45	1	23	unexpected	acquit	obj_rel_no_that	The officer the pilot braves acquit	5
46	1	23	expected	acquit	obj_rel_no_that	The officer the pilot braves acquits	5
47	1	24	unexpected	act	obj_rel_no_that	The officer the pilot braves act	5
48	1	24	expected	act	obj_rel_no_that	The officer the pilot braves acts	5
49	1	25	unexpected	adapt	obj_rel_no_that	The officer the pilot braves adapt	5
50	1	25	expected	adapt	obj_rel_no_that	The officer the pilot braves adapts	5
51	1	26	unexpected	address	obj_rel_no_that	The officer the pilot braves address	5
52	1	26	expected	address	obj_rel_no_that	The officer the pilot braves addresses	5
53	1	27	unexpected	add	obj_rel_no_that	The officer the pilot braves add	5
54	1	27	expected	add	obj_rel_no_that	The officer the pilot braves adds	5
55	1	28	unexpected	adhere	obj_rel_no_that	The officer the pilot braves adhere	5
56	1	28	expected	adhere	obj_rel_no_that	The officer the pilot braves adheres	5
57	1	29	unexpected	adjust	obj_rel_no_that	The officer the pilot braves adjust	5
58	1	29	expected	adjust	obj_rel_no_that	The officer the pilot braves adjusts	5
59	1	30	unexpected	administer	obj_rel_no_that	The officer the pilot braves administer	5
60	1	30	expected	administer	obj_rel_no_that	The officer the pilot braves administers	5
61	1	31	unexpected	admit	obj_rel_no_that	The officer the pilot braves admit	5
62	1	31	expected	admit	obj_rel_no_that	The officer the pilot braves admits	5
63	1	32	unexpected	adopt	obj_rel_no_that	The officer the pilot braves adopt	5
64	1	32	expected	adopt	obj_rel_no_that	The officer the pilot braves adopts	5
65	1	33	unexpected	adorn	obj_rel_no_that	The officer the pilot braves adorn	5
66	1	33	expected	adorn	obj_rel_no_that	The officer the pilot braves adorns	5
67	1	34	unexpected	advance	obj_rel_no_that	The officer the pilot braves advance	5
68	1	34	expected	advance	obj_rel_no_that	The officer the pilot braves advances	5
69	1	35	unexpected	advantage	obj_rel_no_that	The officer the pilot braves advantage	5
70	1	35	expected	advantage	obj_rel_no_that	The officer the pilot braves advantages	5
71	1	36	unexpected	advise	obj_rel_no_that	The officer the pilot braves advise	5
72	1	36	expected	advise	obj_rel_no_that	The officer the pilot braves advises	5
73	1	37	unexpected	affect	obj_rel_no_that	The officer the pilot braves affect	5
74	1	37	expected	affect	obj_rel_no_that	The officer the pilot braves affects	5
75	1	38	unexpected	afford	obj_rel_no_that	The officer the pilot braves afford	5
76	1	38	expected	afford	obj_rel_no_that	The officer the pilot braves affords	5
77	1	39	unexpected	aggravate	obj_rel_no_that	The officer the pilot braves aggravate	5
78	1	39	expected	aggravate	obj_rel_no_that	The officer the pilot braves aggravates	5
79	1	40	unexpected	agonize	obj_rel_no_that	The officer the pilot braves agonize	5
80	1	40	expected	agonize	obj_rel_no_that	The officer the pilot braves agonizes	5
81	1	41	unexpected	agree	obj_rel_no_that	The officer the pilot braves agree	5
82	1	41	expected	agree	obj_rel_no_that	The officer the pilot braves agrees	5
83	1	42	unexpected	aid	obj_rel_no_that	The officer the pilot braves aid	5
84	1	42	expected	aid	obj_rel_no_that	The officer the pilot braves aids	5
85	1	43	unexpected	aim	obj_rel_no_that	The officer the pilot braves aim	5
86	1	43	expected	aim	obj_rel_no_that	The officer the pilot braves aims	5
87	1	44	unexpected	air	obj_rel_no_that	The officer the pilot braves air	5
88	1	44	expected	air	obj_rel_no_that	The officer the pilot braves airs	5
89	1	45	unexpected	alert	obj_rel_no_that	The officer the pilot braves alert	5
90	1	45	expected	alert	obj_rel_no_that	The officer the pilot braves alerts	5
91	1	46	unexpected	alienate	obj_rel_no_that	The officer the pilot braves alienate	5
92	1	46	expected	alienate	obj_rel_no_that	The officer the pilot braves alienates	5
93	1	47	unexpected	allay	obj_rel_no_that	The officer the pilot braves allay	5
94	1	47	expected	allay	obj_rel_no_that	The officer the pilot braves allays	5
95	1	48	unexpected	allege	obj_rel_no_that	The officer the pilot braves allege	5
96	1	48	expected	allege	obj_rel_no_that	The officer the pilot braves alleges	5
97	1	49	unexpected	alleviate	obj_rel_no_that	The officer the pilot braves alleviate	5
98	1	49	expected	alleviate	obj_rel_no_that	The officer the pilot braves alleviates	5
99	1	50	unexpected	allocate	obj_rel_no_that	The officer the pilot braves allocate	5
100	1	50	expected	allocate	obj_rel_no_that	The officer the pilot braves allocates	5
101	1	51	unexpected	allowed	obj_rel_no_that	The officer the pilot braves allowed	5
102	1	51	expected	allowed	obj_rel_no_that	The officer the pilot braves alloweds	5
103	1	52	unexpected	allow	obj_rel_no_that	The officer the pilot braves allow	5
104	1	52	expected	allow	obj_rel_no_that	The officer the pilot braves allows	5
105	1	53	unexpected	ally	obj_rel_no_that	The officer the pilot braves ally	5
106	1	53	expected	ally	obj_rel_no_that	The officer the pilot braves allies	5
107	1	54	unexpected	alter	obj_rel_no_that	The officer the pilot braves alter	5
108	1	54	expected	alter	obj_rel_no_that	The officer the pilot braves alters	5
109	1	55	unexpected	amalgamate	obj_rel_no_that	The officer the pilot braves amalgamate	5
110	1	55	expected	amalgamate	obj_rel_no_that	The officer the pilot braves amalgamates	5
111	1	56	unexpected	amass	obj_rel_no_that	The officer the pilot braves amass	5
112	1	56	expected	amass	obj_rel_no_that	The officer the pilot braves amasses	5
113	1	57	unexpected	amaze	obj_rel_no_that	The officer the pilot braves amaze	5
114	1	57	expected	amaze	obj_rel_no_that	The officer the pilot braves amazes	5
115	1	58	unexpected	amble	obj_rel_no_that	The officer the pilot braves amble	5
116	1	58	expected	amble	obj_rel_no_that	The officer the pilot braves ambles	5
117	1	59	unexpected	amend	obj_rel_no_that	The officer the pilot braves amend	5
118	1	59	expected	amend	obj_rel_no_that	The officer the pilot braves amends	5
119	1	60	unexpected	amortize	obj_rel_no_that	The officer the pilot braves amortize	5
120	1	60	expected	amortize	obj_rel_no_that	The officer the pilot braves amortizes	5
121	1	61	unexpected	amount	obj_rel_no_that	The officer the pilot braves amount	5
122	1	61	expected	amount	obj_rel_no_that	The officer the pilot braves amounts	5
123	1	62	unexpected	amplify	obj_rel_no_that	The officer the pilot braves amplify	5
124	1	62	expected	amplify	obj_rel_no_that	The officer the pilot braves amplifies	5
125	1	63	unexpected	analyze	obj_rel_no_that	The officer the pilot braves analyze	5
126	1	63	expected	analyze	obj_rel_no_that	The officer the pilot braves analyzes	5
127	1	64	unexpected	anchor	obj_rel_no_that	The officer the pilot braves anchor	5
128	1	64	expected	anchor	obj_rel_no_that	The officer the pilot braves anchors	5
129	1	65	unexpected	announce	obj_rel_no_that	The officer the pilot braves announce	5
130	1	65	expected	announce	obj_rel_no_that	The officer the pilot braves announces	5
131	1	66	unexpected	answer	obj_rel_no_that	The officer the pilot braves answer	5
132	1	66	expected	answer	obj_rel_no_that	The officer the pilot braves answers	5
133	1	67	unexpected	antagonize	obj_rel_no_that	The officer the pilot braves antagonize	5
134	1	67	expected	antagonize	obj_rel_no_that	The officer the pilot braves antagonizes	5
135	1	68	unexpected	anticipate	obj_rel_no_that	The officer the pilot braves anticipate	5
136	1	68	expected	anticipate	obj_rel_no_that	The officer the pilot braves anticipates	5
137	1	69	unexpected	apologize	obj_rel_no_that	The officer the pilot braves apologize	5
138	1	69	expected	apologize	obj_rel_no_that	The officer the pilot braves apologizes	5
139	1	70	unexpected	appeal	obj_rel_no_that	The officer the pilot braves appeal	5
140	1	70	expected	appeal	obj_rel_no_that	The officer the pilot braves appeals	5
141	1	71	unexpected	appear	obj_rel_no_that	The officer the pilot braves appear	5
142	1	71	expected	appear	obj_rel_no_that	The officer the pilot braves appears	5
143	1	72	unexpected	appease	obj_rel_no_that	The officer the pilot braves appease	5
144	1	72	expected	appease	obj_rel_no_that	The officer the pilot braves appeases	5
145	1	73	unexpected	append	obj_rel_no_that	The officer the pilot braves append	5
146	1	73	expected	append	obj_rel_no_that	The officer the pilot braves appends	5
147	1	74	unexpected	applaud	obj_rel_no_that	The officer the pilot braves applaud	5
148	1	74	expected	applaud	obj_rel_no_that	The officer the pilot braves applauds	5
149	1	75	unexpected	apply	obj_rel_no_that	The officer the pilot braves apply	5
150	1	75	expected	apply	obj_rel_no_that	The officer the pilot braves applies	5
151	1	76	unexpected	appoint	obj_rel_no_that	The officer the pilot braves appoint	5
152	1	76	expected	appoint	obj_rel_no_that	The officer the pilot braves appoints	5
153	1	77	unexpected	appraise	obj_rel_no_that	The officer the pilot braves appraise	5
154	1	77	expected	appraise	obj_rel_no_that	The officer the pilot braves appraises	5
155	1	78	unexpected	appreciate	obj_rel_no_that	The officer the pilot braves appreciate	5
156	1	78	expected	appreciate	obj_rel_no_that	The officer the pilot braves appreciates	5
157	1	79	unexpected	approach	obj_rel_no_that	The officer the pilot braves approach	5
158	1	79	expected	approach	obj_rel_no_that	The officer the pilot braves approaches	5
159	1	80	unexpected	approve	obj_rel_no_that	The officer the pilot braves approve	5
160	1	80	expected	approve	obj_rel_no_that	The officer the pilot braves approves	5
161	1	81	unexpected	argue	obj_rel_no_that	The officer the pilot braves argue	5
162	1	81	expected	argue	obj_rel_no_that	The officer the pilot braves argues	5
163	1	82	unexpected	arise	obj_rel_no_that	The officer the pilot braves arise	5
164	1	82	expected	arise	obj_rel_no_that	The officer the pilot braves arises	5
165	1	83	unexpected	arm	obj_rel_no_that	The officer the pilot braves arm	5
166	1	83	expected	arm	obj_rel_no_that	The officer the pilot braves arms	5
167	1	84	unexpected	arouse	obj_rel_no_that	The officer the pilot braves arouse	5
168	1	84	expected	arouse	obj_rel_no_that	The officer the pilot braves arouses	5
169	1	85	unexpected	arrange	obj_rel_no_that	The officer the pilot braves arrange	5
170	1	85	expected	arrange	obj_rel_no_that	The officer the pilot braves arranges	5
171	1	86	unexpected	arrest	obj_rel_no_that	The officer the pilot braves arrest	5
172	1	86	expected	arrest	obj_rel_no_that	The officer the pilot braves arrests	5
173	1	87	unexpected	arrive	obj_rel_no_that	The officer the pilot braves arrive	5
174	1	87	expected	arrive	obj_rel_no_that	The officer the pilot braves arrives	5
175	1	88	unexpected	articulate	obj_rel_no_that	The officer the pilot braves articulate	5
176	1	88	expected	articulate	obj_rel_no_that	The officer the pilot braves articulates	5
177	1	89	unexpected	ask	obj_rel_no_that	The officer the pilot braves ask	5
178	1	89	expected	ask	obj_rel_no_that	The officer the pilot braves asks	5
179	1	90	unexpected	assassinate	obj_rel_no_that	The officer the pilot braves assassinate	5
180	1	90	expected	assassinate	obj_rel_no_that	The officer the pilot braves assassinates	5
181	1	91	unexpected	assemble	obj_rel_no_that	The officer the pilot braves assemble	5
182	1	91	expected	assemble	obj_rel_no_that	The officer the pilot braves assembles	5
183	1	92	unexpected	assert	obj_rel_no_that	The officer the pilot braves assert	5
184	1	92	expected	assert	obj_rel_no_that	The officer the pilot braves asserts	5
185	1	93	unexpected	assess	obj_rel_no_that	The officer the pilot braves assess	5
186	1	93	expected	assess	obj_rel_no_that	The officer the pilot braves assesses	5
187	1	94	unexpected	assign	obj_rel_no_that	The officer the pilot braves assign	5
188	1	94	expected	assign	obj_rel_no_that	The officer the pilot braves assigns	5
189	1	95	unexpected	assimilate	obj_rel_no_that	The officer the pilot braves assimilate	5
190	1	95	expected	assimilate	obj_rel_no_that	The officer the pilot braves assimilates	5
191	1	96	unexpected	assist	obj_rel_no_that	The officer the pilot braves assist	5
192	1	96	expected	assist	obj_rel_no_that	The officer the pilot braves assists	5
193	1	97	unexpected	assuage	obj_rel_no_that	The officer the pilot braves assuage	5
194	1	97	expected	assuage	obj_rel_no_that	The officer the pilot braves assuages	5
195	1	98	unexpected	assume	obj_rel_no_that	The officer the pilot braves assume	5
196	1	98	expected	assume	obj_rel_no_that	The officer the pilot braves assumes	5
197	2	99	unexpected	assure	obj_rel_no_that	The author the customers tie assure	5
198	2	99	expected	assure	obj_rel_no_that	The author the customers tie assures	5
199	2	100	unexpected	atone	obj_rel_no_that	The author the customers tie atone	5
200	2	100	expected	atone	obj_rel_no_that	The author the customers tie atones	5
201	2	101	unexpected	attach	obj_rel_no_that	The author the customers tie attach	5
202	2	101	expected	attach	obj_rel_no_that	The author the customers tie attaches	5
203	2	102	unexpected	attack	obj_rel_no_that	The author the customers tie attack	5
204	2	102	expected	attack	obj_rel_no_that	The author the customers tie attacks	5
205	2	103	unexpected	attain	obj_rel_no_that	The author the customers tie attain	5
206	2	103	expected	attain	obj_rel_no_that	The author the customers tie attains	5
207	2	104	unexpected	attempt	obj_rel_no_that	The author the customers tie attempt	5
208	2	104	expected	attempt	obj_rel_no_that	The author the customers tie attempts	5
209	2	105	unexpected	attend	obj_rel_no_that	The author the customers tie attend	5
210	2	105	expected	attend	obj_rel_no_that	The author the customers tie attends	5
211	2	106	unexpected	attention	obj_rel_no_that	The author the customers tie attention	5
212	2	106	expected	attention	obj_rel_no_that	The author the customers tie attentions	5
213	2	107	unexpected	attest	obj_rel_no_that	The author the customers tie attest	5
214	2	107	expected	attest	obj_rel_no_that	The author the customers tie attests	5
215	2	108	unexpected	attract	obj_rel_no_that	The author the customers tie attract	5
216	2	108	expected	attract	obj_rel_no_that	The author the customers tie attracts	5
217	2	109	unexpected	attribute	obj_rel_no_that	The author the customers tie attribute	5
218	2	109	expected	attribute	obj_rel_no_that	The author the customers tie attributes	5
219	2	110	unexpected	auction	obj_rel_no_that	The author the customers tie auction	5
220	2	110	expected	auction	obj_rel_no_that	The author the customers tie auctions	5
221	2	111	unexpected	audition	obj_rel_no_that	The author the customers tie audition	5
222	2	111	expected	audition	obj_rel_no_that	The author the customers tie auditions	5
223	2	112	unexpected	audit	obj_rel_no_that	The author the customers tie audit	5
224	2	112	expected	audit	obj_rel_no_that	The author the customers tie audits	5
225	2	113	unexpected	augment	obj_rel_no_that	The author the customers tie augment	5
226	2	113	expected	augment	obj_rel_no_that	The author the customers tie augments	5
227	2	114	unexpected	authorize	obj_rel_no_that	The author the customers tie authorize	5
228	2	114	expected	authorize	obj_rel_no_that	The author the customers tie authorizes	5
229	2	115	unexpected	autograph	obj_rel_no_that	The author the customers tie autograph	5
230	2	115	expected	autograph	obj_rel_no_that	The author the customers tie autographs	5
231	2	116	unexpected	average	obj_rel_no_that	The author the customers tie average	5
232	2	116	expected	average	obj_rel_no_that	The author the customers tie averages	5
233	2	117	unexpected	avert	obj_rel_no_that	The author the customers tie avert	5
234	2	117	expected	avert	obj_rel_no_that	The author the customers tie averts	5
235	2	118	unexpected	avoid	obj_rel_no_that	The author the customers tie avoid	5
236	2	118	expected	avoid	obj_rel_no_that	The author the customers tie avoids	5
237	2	119	unexpected	await	obj_rel_no_that	The author the customers tie await	5
238	2	119	expected	await	obj_rel_no_that	The author the customers tie awaits	5
239	2	120	unexpected	backfire	obj_rel_no_that	The author the customers tie backfire	5
240	2	120	expected	backfire	obj_rel_no_that	The author the customers tie backfires	5
241	2	121	unexpected	back	obj_rel_no_that	The author the customers tie back	5
242	2	121	expected	back	obj_rel_no_that	The author the customers tie backs	5
243	2	122	unexpected	bail	obj_rel_no_that	The author the customers tie bail	5
244	2	122	expected	bail	obj_rel_no_that	The author the customers tie bails	5
245	2	123	unexpected	balance	obj_rel_no_that	The author the customers tie balance	5
246	2	123	expected	balance	obj_rel_no_that	The author the customers tie balances	5
247	2	124	unexpected	balk	obj_rel_no_that	The author the customers tie balk	5
248	2	124	expected	balk	obj_rel_no_that	The author the customers tie balks	5
249	2	125	unexpected	balloon	obj_rel_no_that	The author the customers tie balloon	5
250	2	125	expected	balloon	obj_rel_no_that	The author the customers tie balloons	5
251	2	126	unexpected	band	obj_rel_no_that	The author the customers tie band	5
252	2	126	expected	band	obj_rel_no_that	The author the customers tie bands	5
253	2	127	unexpected	banish	obj_rel_no_that	The author the customers tie banish	5
254	2	127	expected	banish	obj_rel_no_that	The author the customers tie banishes	5
255	2	128	unexpected	bankroll	obj_rel_no_that	The author the customers tie bankroll	5
256	2	128	expected	bankroll	obj_rel_no_that	The author the customers tie bankrolls	5
257	2	129	unexpected	bankrupt	obj_rel_no_that	The author the customers tie bankrupt	5
258	2	129	expected	bankrupt	obj_rel_no_that	The author the customers tie bankrupts	5
259	2	130	unexpected	bank	obj_rel_no_that	The author the customers tie bank	5
260	2	130	expected	bank	obj_rel_no_that	The author the customers tie banks	5
261	2	131	unexpected	ban	obj_rel_no_that	The author the customers tie ban	5
262	2	131	expected	ban	obj_rel_no_that	The author the customers tie bans	5
263	2	132	unexpected	bargain	obj_rel_no_that	The author the customers tie bargain	5
264	2	132	expected	bargain	obj_rel_no_that	The author the customers tie bargains	5
265	2	133	unexpected	bar	obj_rel_no_that	The author the customers tie bar	5
266	2	133	expected	bar	obj_rel_no_that	The author the customers tie bars	5
267	2	134	unexpected	base	obj_rel_no_that	The author the customers tie base	5
268	2	134	expected	base	obj_rel_no_that	The author the customers tie bases	5
269	2	135	unexpected	bash	obj_rel_no_that	The author the customers tie bash	5
270	2	135	expected	bash	obj_rel_no_that	The author the customers tie bashes	5
271	2	136	unexpected	batter	obj_rel_no_that	The author the customers tie batter	5
272	2	136	expected	batter	obj_rel_no_that	The author the customers tie batters	5
273	2	137	unexpected	battle	obj_rel_no_that	The author the customers tie battle	5
274	2	137	expected	battle	obj_rel_no_that	The author the customers tie battles	5
275	2	138	unexpected	bear	obj_rel_no_that	The author the customers tie bear	5
276	2	138	expected	bear	obj_rel_no_that	The author the customers tie bears	5
277	2	139	unexpected	beat	obj_rel_no_that	The author the customers tie beat	5
278	2	139	expected	beat	obj_rel_no_that	The author the customers tie beats	5
279	2	140	unexpected	become	obj_rel_no_that	The author the customers tie become	5
280	2	140	expected	become	obj_rel_no_that	The author the customers tie becomes	5
281	2	141	unexpected	bedevil	obj_rel_no_that	The author the customers tie bedevil	5
282	2	141	expected	bedevil	obj_rel_no_that	The author the customers tie bedevils	5
283	2	142	unexpected	beef	obj_rel_no_that	The author the customers tie beef	5
284	2	142	expected	beef	obj_rel_no_that	The author the customers tie beefs	5
285	2	143	unexpected	begin	obj_rel_no_that	The author the customers tie begin	5
286	2	143	expected	begin	obj_rel_no_that	The author the customers tie begins	5
287	2	144	unexpected	behave	obj_rel_no_that	The author the customers tie behave	5
288	2	144	expected	behave	obj_rel_no_that	The author the customers tie behaves	5
289	2	145	unexpected	belie	obj_rel_no_that	The author the customers tie belie	5
290	2	145	expected	belie	obj_rel_no_that	The author the customers tie belies	5
291	2	146	unexpected	believe	obj_rel_no_that	The author the customers tie believe	5
292	2	146	expected	believe	obj_rel_no_that	The author the customers tie believes	5
293	2	147	unexpected	bellow	obj_rel_no_that	The author the customers tie bellow	5
294	2	147	expected	bellow	obj_rel_no_that	The author the customers tie bellows	5
295	2	148	unexpected	belong	obj_rel_no_that	The author the customers tie belong	5
296	2	148	expected	belong	obj_rel_no_that	The author the customers tie belongs	5
297	2	149	unexpected	bend	obj_rel_no_that	The author the customers tie bend	5
298	2	149	expected	bend	obj_rel_no_that	The author the customers tie bends	5
299	2	150	unexpected	benefit	obj_rel_no_that	The author the customers tie benefit	5
300	2	150	expected	benefit	obj_rel_no_that	The author the customers tie benefits	5
301	2	151	unexpected	bet	obj_rel_no_that	The author the customers tie bet	5
302	2	151	expected	bet	obj_rel_no_that	The author the customers tie bets	5
303	2	152	unexpected	are	obj_rel_no_that	The author the customers tie are	5
304	2	152	expected	are	obj_rel_no_that	The author the customers tie is	5
305	2	153	unexpected	bid	obj_rel_no_that	The author the customers tie bid	5
306	2	153	expected	bid	obj_rel_no_that	The author the customers tie bids	5
307	2	154	unexpected	bill	obj_rel_no_that	The author the customers tie bill	5
308	2	154	expected	bill	obj_rel_no_that	The author the customers tie bills	5
309	2	155	unexpected	bite	obj_rel_no_that	The author the customers tie bite	5
310	2	155	expected	bite	obj_rel_no_that	The author the customers tie bites	5
311	2	156	unexpected	blackmail	obj_rel_no_that	The author the customers tie blackmail	5
312	2	156	expected	blackmail	obj_rel_no_that	The author the customers tie blackmails	5
313	2	157	unexpected	blame	obj_rel_no_that	The author the customers tie blame	5
314	2	157	expected	blame	obj_rel_no_that	The author the customers tie blames	5
315	2	158	unexpected	blast	obj_rel_no_that	The author the customers tie blast	5
316	2	158	expected	blast	obj_rel_no_that	The author the customers tie blasts	5
317	2	159	unexpected	bleed	obj_rel_no_that	The author the customers tie bleed	5
318	2	159	expected	bleed	obj_rel_no_that	The author the customers tie bleeds	5
319	2	160	unexpected	blend	obj_rel_no_that	The author the customers tie blend	5
320	2	160	expected	blend	obj_rel_no_that	The author the customers tie blends	5
321	2	161	unexpected	bless	obj_rel_no_that	The author the customers tie bless	5
322	2	161	expected	bless	obj_rel_no_that	The author the customers tie blesses	5
323	2	162	unexpected	blink	obj_rel_no_that	The author the customers tie blink	5
324	2	162	expected	blink	obj_rel_no_that	The author the customers tie blinks	5
325	2	163	unexpected	block	obj_rel_no_that	The author the customers tie block	5
326	2	163	expected	block	obj_rel_no_that	The author the customers tie blocks	5
327	2	164	unexpected	blow	obj_rel_no_that	The author the customers tie blow	5
328	2	164	expected	blow	obj_rel_no_that	The author the customers tie blows	5
329	2	165	unexpected	blunder	obj_rel_no_that	The author the customers tie blunder	5
330	2	165	expected	blunder	obj_rel_no_that	The author the customers tie blunders	5
331	2	166	unexpected	blunt	obj_rel_no_that	The author the customers tie blunt	5
332	2	166	expected	blunt	obj_rel_no_that	The author the customers tie blunts	5
333	2	167	unexpected	blur	obj_rel_no_that	The author the customers tie blur	5
334	2	167	expected	blur	obj_rel_no_that	The author the customers tie blurs	5
335	2	168	unexpected	board	obj_rel_no_that	The author the customers tie board	5
336	2	168	expected	board	obj_rel_no_that	The author the customers tie boards	5
337	2	169	unexpected	boast	obj_rel_no_that	The author the customers tie boast	5
338	2	169	expected	boast	obj_rel_no_that	The author the customers tie boasts	5
339	2	170	unexpected	bode	obj_rel_no_that	The author the customers tie bode	5
340	2	170	expected	bode	obj_rel_no_that	The author the customers tie bodes	5
341	2	171	unexpected	bog	obj_rel_no_that	The author the customers tie bog	5
342	2	171	expected	bog	obj_rel_no_that	The author the customers tie bogs	5
343	2	172	unexpected	bolster	obj_rel_no_that	The author the customers tie bolster	5
344	2	172	expected	bolster	obj_rel_no_that	The author the customers tie bolsters	5
345	2	173	unexpected	bomb	obj_rel_no_that	The author the customers tie bomb	5
346	2	173	expected	bomb	obj_rel_no_that	The author the customers tie bombs	5
347	2	174	unexpected	boom	obj_rel_no_that	The author the customers tie boom	5
348	2	174	expected	boom	obj_rel_no_that	The author the customers tie booms	5
349	2	175	unexpected	boost	obj_rel_no_that	The author the customers tie boost	5
350	2	175	expected	boost	obj_rel_no_that	The author the customers tie boosts	5
351	2	176	unexpected	borrow	obj_rel_no_that	The author the customers tie borrow	5
352	2	176	expected	borrow	obj_rel_no_that	The author the customers tie borrows	5
353	2	177	unexpected	bother	obj_rel_no_that	The author the customers tie bother	5
354	2	177	expected	bother	obj_rel_no_that	The author the customers tie bothers	5
355	2	178	unexpected	bottle	obj_rel_no_that	The author the customers tie bottle	5
356	2	178	expected	bottle	obj_rel_no_that	The author the customers tie bottles	5
357	2	179	unexpected	bounce	obj_rel_no_that	The author the customers tie bounce	5
358	2	179	expected	bounce	obj_rel_no_that	The author the customers tie bounces	5
359	2	180	unexpected	bow	obj_rel_no_that	The author the customers tie bow	5
360	2	180	expected	bow	obj_rel_no_that	The author the customers tie bows	5
361	2	181	unexpected	brace	obj_rel_no_that	The author the customers tie brace	5
362	2	181	expected	brace	obj_rel_no_that	The author the customers tie braces	5
363	2	182	unexpected	brag	obj_rel_no_that	The author the customers tie brag	5
364	2	182	expected	brag	obj_rel_no_that	The author the customers tie brags	5
365	2	183	unexpected	branch	obj_rel_no_that	The author the customers tie branch	5
366	2	183	expected	branch	obj_rel_no_that	The author the customers tie branches	5
367	2	184	unexpected	brave	obj_rel_no_that	The author the customers tie brave	5
368	2	184	expected	brave	obj_rel_no_that	The author the customers tie braves	5
369	2	185	unexpected	brazen	obj_rel_no_that	The author the customers tie brazen	5
370	2	185	expected	brazen	obj_rel_no_that	The author the customers tie brazens	5
371	2	186	unexpected	breach	obj_rel_no_that	The author the customers tie breach	5
372	2	186	expected	breach	obj_rel_no_that	The author the customers tie breaches	5
373	2	187	unexpected	break	obj_rel_no_that	The author the customers tie break	5
374	2	187	expected	break	obj_rel_no_that	The author the customers tie breaks	5
375	2	188	unexpected	breed	obj_rel_no_that	The author the customers tie breed	5
