sentid	contextid	pairid	comparison	lemma	condition	sentence	ROI
220	2	110	expected	auction	subj_rel	The teacher that motivates the manager auctions	6
221	2	111	unexpected	audition	subj_rel	The teacher that motivates the manager audition	6
222	2	111	expected	audition	subj_rel	The teacher that motivates the manager auditions	6
223	2	112	unexpected	audit	subj_rel	The teacher that motivates the manager audit	6
224	2	112	expected	audit	subj_rel	The teacher that motivates the manager audits	6
225	2	113	unexpected	augment	subj_rel	The teacher that motivates the manager augment	6
226	2	113	expected	augment	subj_rel	The teacher that motivates the manager augments	6
227	2	114	unexpected	authorize	subj_rel	The teacher that motivates the manager authorize	6
228	2	114	expected	authorize	subj_rel	The teacher that motivates the manager authorizes	6
229	2	115	unexpected	autograph	subj_rel	The teacher that motivates the manager autograph	6
230	2	115	expected	autograph	subj_rel	The teacher that motivates the manager autographs	6
231	2	116	unexpected	average	subj_rel	The teacher that motivates the manager average	6
232	2	116	expected	average	subj_rel	The teacher that motivates the manager averages	6
233	2	117	unexpected	avert	subj_rel	The teacher that motivates the manager avert	6
234	2	117	expected	avert	subj_rel	The teacher that motivates the manager averts	6
235	2	118	unexpected	avoid	subj_rel	The teacher that motivates the manager avoid	6
236	2	118	expected	avoid	subj_rel	The teacher that motivates the manager avoids	6
237	2	119	unexpected	await	subj_rel	The teacher that motivates the manager await	6
238	2	119	expected	await	subj_rel	The teacher that motivates the manager awaits	6
239	2	120	unexpected	backfire	subj_rel	The teacher that motivates the manager backfire	6
240	2	120	expected	backfire	subj_rel	The teacher that motivates the manager backfires	6
241	2	121	unexpected	back	subj_rel	The teacher that motivates the manager back	6
242	2	121	expected	back	subj_rel	The teacher that motivates the manager backs	6
243	2	122	unexpected	bail	subj_rel	The teacher that motivates the manager bail	6
244	2	122	expected	bail	subj_rel	The teacher that motivates the manager bails	6
245	2	123	unexpected	balance	subj_rel	The teacher that motivates the manager balance	6
246	2	123	expected	balance	subj_rel	The teacher that motivates the manager balances	6
247	2	124	unexpected	balk	subj_rel	The teacher that motivates the manager balk	6
248	2	124	expected	balk	subj_rel	The teacher that motivates the manager balks	6
249	2	125	unexpected	balloon	subj_rel	The teacher that motivates the manager balloon	6
250	2	125	expected	balloon	subj_rel	The teacher that motivates the manager balloons	6
251	2	126	unexpected	band	subj_rel	The teacher that motivates the manager band	6
252	2	126	expected	band	subj_rel	The teacher that motivates the manager bands	6
253	2	127	unexpected	banish	subj_rel	The teacher that motivates the manager banish	6
254	2	127	expected	banish	subj_rel	The teacher that motivates the manager banishes	6
255	2	128	unexpected	bankroll	subj_rel	The teacher that motivates the manager bankroll	6
256	2	128	expected	bankroll	subj_rel	The teacher that motivates the manager bankrolls	6
257	2	129	unexpected	bankrupt	subj_rel	The teacher that motivates the manager bankrupt	6
258	2	129	expected	bankrupt	subj_rel	The teacher that motivates the manager bankrupts	6
259	2	130	unexpected	bank	subj_rel	The teacher that motivates the manager bank	6
260	2	130	expected	bank	subj_rel	The teacher that motivates the manager banks	6
261	2	131	unexpected	ban	subj_rel	The teacher that motivates the manager ban	6
262	2	131	expected	ban	subj_rel	The teacher that motivates the manager bans	6
263	2	132	unexpected	bargain	subj_rel	The teacher that motivates the manager bargain	6
264	2	132	expected	bargain	subj_rel	The teacher that motivates the manager bargains	6
265	2	133	unexpected	bar	subj_rel	The teacher that motivates the manager bar	6
266	2	133	expected	bar	subj_rel	The teacher that motivates the manager bars	6
267	2	134	unexpected	base	subj_rel	The teacher that motivates the manager base	6
268	2	134	expected	base	subj_rel	The teacher that motivates the manager bases	6
269	2	135	unexpected	bash	subj_rel	The teacher that motivates the manager bash	6
270	2	135	expected	bash	subj_rel	The teacher that motivates the manager bashes	6
271	2	136	unexpected	batter	subj_rel	The teacher that motivates the manager batter	6
272	2	136	expected	batter	subj_rel	The teacher that motivates the manager batters	6
273	2	137	unexpected	battle	subj_rel	The teacher that motivates the manager battle	6
274	2	137	expected	battle	subj_rel	The teacher that motivates the manager battles	6
275	2	138	unexpected	bear	subj_rel	The teacher that motivates the manager bear	6
276	2	138	expected	bear	subj_rel	The teacher that motivates the manager bears	6
277	2	139	unexpected	beat	subj_rel	The teacher that motivates the manager beat	6
278	2	139	expected	beat	subj_rel	The teacher that motivates the manager beats	6
279	2	140	unexpected	become	subj_rel	The teacher that motivates the manager become	6
280	2	140	expected	become	subj_rel	The teacher that motivates the manager becomes	6
281	2	141	unexpected	bedevil	subj_rel	The teacher that motivates the manager bedevil	6
282	2	141	expected	bedevil	subj_rel	The teacher that motivates the manager bedevils	6
283	2	142	unexpected	beef	subj_rel	The teacher that motivates the manager beef	6
284	2	142	expected	beef	subj_rel	The teacher that motivates the manager beefs	6
285	2	143	unexpected	begin	subj_rel	The teacher that motivates the manager begin	6
286	2	143	expected	begin	subj_rel	The teacher that motivates the manager begins	6
287	2	144	unexpected	behave	subj_rel	The teacher that motivates the manager behave	6
288	2	144	expected	behave	subj_rel	The teacher that motivates the manager behaves	6
289	2	145	unexpected	belie	subj_rel	The teacher that motivates the manager belie	6
290	2	145	expected	belie	subj_rel	The teacher that motivates the manager belies	6
291	2	146	unexpected	believe	subj_rel	The teacher that motivates the manager believe	6
292	2	146	expected	believe	subj_rel	The teacher that motivates the manager believes	6
293	2	147	unexpected	bellow	subj_rel	The teacher that motivates the manager bellow	6
294	2	147	expected	bellow	subj_rel	The teacher that motivates the manager bellows	6
295	2	148	unexpected	belong	subj_rel	The teacher that motivates the manager belong	6
296	2	148	expected	belong	subj_rel	The teacher that motivates the manager belongs	6
297	2	149	unexpected	bend	subj_rel	The teacher that motivates the manager bend	6
298	2	149	expected	bend	subj_rel	The teacher that motivates the manager bends	6
299	2	150	unexpected	benefit	subj_rel	The teacher that motivates the manager benefit	6
300	2	150	expected	benefit	subj_rel	The teacher that motivates the manager benefits	6
301	2	151	unexpected	bet	subj_rel	The teacher that motivates the manager bet	6
302	2	151	expected	bet	subj_rel	The teacher that motivates the manager bets	6
303	2	152	unexpected	are	subj_rel	The teacher that motivates the manager are	6
304	2	152	expected	are	subj_rel	The teacher that motivates the manager is	6
305	2	153	unexpected	bid	subj_rel	The teacher that motivates the manager bid	6
306	2	153	expected	bid	subj_rel	The teacher that motivates the manager bids	6
307	2	154	unexpected	bill	subj_rel	The teacher that motivates the manager bill	6
308	2	154	expected	bill	subj_rel	The teacher that motivates the manager bills	6
309	2	155	unexpected	bite	subj_rel	The teacher that motivates the manager bite	6
310	2	155	expected	bite	subj_rel	The teacher that motivates the manager bites	6
311	2	156	unexpected	blackmail	subj_rel	The teacher that motivates the manager blackmail	6
312	2	156	expected	blackmail	subj_rel	The teacher that motivates the manager blackmails	6
313	2	157	unexpected	blame	subj_rel	The teacher that motivates the manager blame	6
314	2	157	expected	blame	subj_rel	The teacher that motivates the manager blames	6
315	2	158	unexpected	blast	subj_rel	The teacher that motivates the manager blast	6
316	2	158	expected	blast	subj_rel	The teacher that motivates the manager blasts	6
317	2	159	unexpected	bleed	subj_rel	The teacher that motivates the manager bleed	6
318	2	159	expected	bleed	subj_rel	The teacher that motivates the manager bleeds	6
319	2	160	unexpected	blend	subj_rel	The teacher that motivates the manager blend	6
320	2	160	expected	blend	subj_rel	The teacher that motivates the manager blends	6
321	2	161	unexpected	bless	subj_rel	The teacher that motivates the manager bless	6
322	2	161	expected	bless	subj_rel	The teacher that motivates the manager blesses	6
323	2	162	unexpected	blink	subj_rel	The teacher that motivates the manager blink	6
324	2	162	expected	blink	subj_rel	The teacher that motivates the manager blinks	6
325	2	163	unexpected	block	subj_rel	The teacher that motivates the manager block	6
326	2	163	expected	block	subj_rel	The teacher that motivates the manager blocks	6
327	2	164	unexpected	blow	subj_rel	The teacher that motivates the manager blow	6
328	2	164	expected	blow	subj_rel	The teacher that motivates the manager blows	6
329	2	165	unexpected	blunder	subj_rel	The teacher that motivates the manager blunder	6
330	2	165	expected	blunder	subj_rel	The teacher that motivates the manager blunders	6
331	2	166	unexpected	blunt	subj_rel	The teacher that motivates the manager blunt	6
332	2	166	expected	blunt	subj_rel	The teacher that motivates the manager blunts	6
333	2	167	unexpected	blur	subj_rel	The teacher that motivates the manager blur	6
334	2	167	expected	blur	subj_rel	The teacher that motivates the manager blurs	6
335	2	168	unexpected	board	subj_rel	The teacher that motivates the manager board	6
336	2	168	expected	board	subj_rel	The teacher that motivates the manager boards	6
337	2	169	unexpected	boast	subj_rel	The teacher that motivates the manager boast	6
338	2	169	expected	boast	subj_rel	The teacher that motivates the manager boasts	6
339	2	170	unexpected	bode	subj_rel	The teacher that motivates the manager bode	6
340	2	170	expected	bode	subj_rel	The teacher that motivates the manager bodes	6
341	2	171	unexpected	bog	subj_rel	The teacher that motivates the manager bog	6
342	2	171	expected	bog	subj_rel	The teacher that motivates the manager bogs	6
343	2	172	unexpected	bolster	subj_rel	The teacher that motivates the manager bolster	6
344	2	172	expected	bolster	subj_rel	The teacher that motivates the manager bolsters	6
345	2	173	unexpected	bomb	subj_rel	The teacher that motivates the manager bomb	6
346	2	173	expected	bomb	subj_rel	The teacher that motivates the manager bombs	6
347	2	174	unexpected	boom	subj_rel	The teacher that motivates the manager boom	6
348	2	174	expected	boom	subj_rel	The teacher that motivates the manager booms	6
349	2	175	unexpected	boost	subj_rel	The teacher that motivates the manager boost	6
350	2	175	expected	boost	subj_rel	The teacher that motivates the manager boosts	6
351	2	176	unexpected	borrow	subj_rel	The teacher that motivates the manager borrow	6
352	2	176	expected	borrow	subj_rel	The teacher that motivates the manager borrows	6
353	2	177	unexpected	bother	subj_rel	The teacher that motivates the manager bother	6
354	2	177	expected	bother	subj_rel	The teacher that motivates the manager bothers	6
355	2	178	unexpected	bottle	subj_rel	The teacher that motivates the manager bottle	6
356	2	178	expected	bottle	subj_rel	The teacher that motivates the manager bottles	6
357	2	179	unexpected	bounce	subj_rel	The teacher that motivates the manager bounce	6
358	2	179	expected	bounce	subj_rel	The teacher that motivates the manager bounces	6
359	2	180	unexpected	bow	subj_rel	The teacher that motivates the manager bow	6
360	2	180	expected	bow	subj_rel	The teacher that motivates the manager bows	6
361	2	181	unexpected	brace	subj_rel	The teacher that motivates the manager brace	6
362	2	181	expected	brace	subj_rel	The teacher that motivates the manager braces	6
363	2	182	unexpected	brag	subj_rel	The teacher that motivates the manager brag	6
364	2	182	expected	brag	subj_rel	The teacher that motivates the manager brags	6
365	2	183	unexpected	branch	subj_rel	The teacher that motivates the manager branch	6
366	2	183	expected	branch	subj_rel	The teacher that motivates the manager branches	6
367	2	184	unexpected	brave	subj_rel	The teacher that motivates the manager brave	6
368	2	184	expected	brave	subj_rel	The teacher that motivates the manager braves	6
369	2	185	unexpected	brazen	subj_rel	The teacher that motivates the manager brazen	6
370	2	185	expected	brazen	subj_rel	The teacher that motivates the manager brazens	6
371	2	186	unexpected	breach	subj_rel	The teacher that motivates the manager breach	6
372	2	186	expected	breach	subj_rel	The teacher that motivates the manager breaches	6
373	2	187	unexpected	break	subj_rel	The teacher that motivates the manager break	6
374	2	187	expected	break	subj_rel	The teacher that motivates the manager breaks	6
375	2	188	unexpected	breed	subj_rel	The teacher that motivates the manager breed	6
376	2	188	expected	breed	subj_rel	The teacher that motivates the manager breeds	6
377	2	189	unexpected	brew	subj_rel	The teacher that motivates the manager brew	6
378	2	189	expected	brew	subj_rel	The teacher that motivates the manager brews	6
379	2	190	unexpected	bribe	subj_rel	The teacher that motivates the manager bribe	6
380	2	190	expected	bribe	subj_rel	The teacher that motivates the manager bribes	6
381	2	191	unexpected	bridge	subj_rel	The teacher that motivates the manager bridge	6
382	2	191	expected	bridge	subj_rel	The teacher that motivates the manager bridges	6
383	2	192	unexpected	brief	subj_rel	The teacher that motivates the manager brief	6
384	2	192	expected	brief	subj_rel	The teacher that motivates the manager briefs	6
385	2	193	unexpected	bring	subj_rel	The teacher that motivates the manager bring	6
386	2	193	expected	bring	subj_rel	The teacher that motivates the manager brings	6
