sentid	contextid	pairid	comparison	lemma	condition	sentence	ROI
56	1	28	expected	adhere	obj_rel	The surgeon that the authors dampen adheres	6
57	1	29	unexpected	adjust	obj_rel	The surgeon that the authors dampen adjust	6
58	1	29	expected	adjust	obj_rel	The surgeon that the authors dampen adjusts	6
59	1	30	unexpected	administer	obj_rel	The surgeon that the authors dampen administer	6
60	1	30	expected	administer	obj_rel	The surgeon that the authors dampen administers	6
61	1	31	unexpected	admit	obj_rel	The surgeon that the authors dampen admit	6
62	1	31	expected	admit	obj_rel	The surgeon that the authors dampen admits	6
63	1	32	unexpected	adopt	obj_rel	The surgeon that the authors dampen adopt	6
64	1	32	expected	adopt	obj_rel	The surgeon that the authors dampen adopts	6
65	1	33	unexpected	adorn	obj_rel	The surgeon that the authors dampen adorn	6
66	1	33	expected	adorn	obj_rel	The surgeon that the authors dampen adorns	6
67	1	34	unexpected	advance	obj_rel	The surgeon that the authors dampen advance	6
68	1	34	expected	advance	obj_rel	The surgeon that the authors dampen advances	6
69	1	35	unexpected	advantage	obj_rel	The surgeon that the authors dampen advantage	6
70	1	35	expected	advantage	obj_rel	The surgeon that the authors dampen advantages	6
71	1	36	unexpected	advise	obj_rel	The surgeon that the authors dampen advise	6
72	1	36	expected	advise	obj_rel	The surgeon that the authors dampen advises	6
73	1	37	unexpected	affect	obj_rel	The surgeon that the authors dampen affect	6
74	1	37	expected	affect	obj_rel	The surgeon that the authors dampen affects	6
75	1	38	unexpected	afford	obj_rel	The surgeon that the authors dampen afford	6
76	1	38	expected	afford	obj_rel	The surgeon that the authors dampen affords	6
77	1	39	unexpected	aggravate	obj_rel	The surgeon that the authors dampen aggravate	6
78	1	39	expected	aggravate	obj_rel	The surgeon that the authors dampen aggravates	6
79	1	40	unexpected	agonize	obj_rel	The surgeon that the authors dampen agonize	6
80	1	40	expected	agonize	obj_rel	The surgeon that the authors dampen agonizes	6
81	1	41	unexpected	agree	obj_rel	The surgeon that the authors dampen agree	6
82	1	41	expected	agree	obj_rel	The surgeon that the authors dampen agrees	6
83	1	42	unexpected	aid	obj_rel	The surgeon that the authors dampen aid	6
84	1	42	expected	aid	obj_rel	The surgeon that the authors dampen aids	6
85	1	43	unexpected	aim	obj_rel	The surgeon that the authors dampen aim	6
86	1	43	expected	aim	obj_rel	The surgeon that the authors dampen aims	6
87	1	44	unexpected	air	obj_rel	The surgeon that the authors dampen air	6
88	1	44	expected	air	obj_rel	The surgeon that the authors dampen airs	6
89	1	45	unexpected	alert	obj_rel	The surgeon that the authors dampen alert	6
90	1	45	expected	alert	obj_rel	The surgeon that the authors dampen alerts	6
91	1	46	unexpected	alienate	obj_rel	The surgeon that the authors dampen alienate	6
92	1	46	expected	alienate	obj_rel	The surgeon that the authors dampen alienates	6
93	1	47	unexpected	allay	obj_rel	The surgeon that the authors dampen allay	6
94	1	47	expected	allay	obj_rel	The surgeon that the authors dampen allays	6
95	1	48	unexpected	allege	obj_rel	The surgeon that the authors dampen allege	6
96	1	48	expected	allege	obj_rel	The surgeon that the authors dampen alleges	6
97	1	49	unexpected	alleviate	obj_rel	The surgeon that the authors dampen alleviate	6
98	1	49	expected	alleviate	obj_rel	The surgeon that the authors dampen alleviates	6
99	1	50	unexpected	allocate	obj_rel	The surgeon that the authors dampen allocate	6
100	1	50	expected	allocate	obj_rel	The surgeon that the authors dampen allocates	6
101	1	51	unexpected	allowed	obj_rel	The surgeon that the authors dampen allowed	6
102	1	51	expected	allowed	obj_rel	The surgeon that the authors dampen alloweds	6
103	1	52	unexpected	allow	obj_rel	The surgeon that the authors dampen allow	6
104	1	52	expected	allow	obj_rel	The surgeon that the authors dampen allows	6
105	1	53	unexpected	ally	obj_rel	The surgeon that the authors dampen ally	6
106	1	53	expected	ally	obj_rel	The surgeon that the authors dampen allies	6
107	1	54	unexpected	alter	obj_rel	The surgeon that the authors dampen alter	6
108	1	54	expected	alter	obj_rel	The surgeon that the authors dampen alters	6
109	1	55	unexpected	amalgamate	obj_rel	The surgeon that the authors dampen amalgamate	6
110	1	55	expected	amalgamate	obj_rel	The surgeon that the authors dampen amalgamates	6
111	1	56	unexpected	amass	obj_rel	The surgeon that the authors dampen amass	6
112	1	56	expected	amass	obj_rel	The surgeon that the authors dampen amasses	6
113	1	57	unexpected	amaze	obj_rel	The surgeon that the authors dampen amaze	6
114	1	57	expected	amaze	obj_rel	The surgeon that the authors dampen amazes	6
115	1	58	unexpected	amble	obj_rel	The surgeon that the authors dampen amble	6
116	1	58	expected	amble	obj_rel	The surgeon that the authors dampen ambles	6
117	1	59	unexpected	amend	obj_rel	The surgeon that the authors dampen amend	6
118	1	59	expected	amend	obj_rel	The surgeon that the authors dampen amends	6
119	1	60	unexpected	amortize	obj_rel	The surgeon that the authors dampen amortize	6
120	1	60	expected	amortize	obj_rel	The surgeon that the authors dampen amortizes	6
121	1	61	unexpected	amount	obj_rel	The surgeon that the authors dampen amount	6
122	1	61	expected	amount	obj_rel	The surgeon that the authors dampen amounts	6
123	1	62	unexpected	amplify	obj_rel	The surgeon that the authors dampen amplify	6
124	1	62	expected	amplify	obj_rel	The surgeon that the authors dampen amplifies	6
125	1	63	unexpected	analyze	obj_rel	The surgeon that the authors dampen analyze	6
126	1	63	expected	analyze	obj_rel	The surgeon that the authors dampen analyzes	6
127	1	64	unexpected	anchor	obj_rel	The surgeon that the authors dampen anchor	6
128	1	64	expected	anchor	obj_rel	The surgeon that the authors dampen anchors	6
129	1	65	unexpected	announce	obj_rel	The surgeon that the authors dampen announce	6
130	1	65	expected	announce	obj_rel	The surgeon that the authors dampen announces	6
131	1	66	unexpected	answer	obj_rel	The surgeon that the authors dampen answer	6
132	1	66	expected	answer	obj_rel	The surgeon that the authors dampen answers	6
133	1	67	unexpected	antagonize	obj_rel	The surgeon that the authors dampen antagonize	6
134	1	67	expected	antagonize	obj_rel	The surgeon that the authors dampen antagonizes	6
135	1	68	unexpected	anticipate	obj_rel	The surgeon that the authors dampen anticipate	6
136	1	68	expected	anticipate	obj_rel	The surgeon that the authors dampen anticipates	6
137	1	69	unexpected	apologize	obj_rel	The surgeon that the authors dampen apologize	6
138	1	69	expected	apologize	obj_rel	The surgeon that the authors dampen apologizes	6
139	1	70	unexpected	appeal	obj_rel	The surgeon that the authors dampen appeal	6
140	1	70	expected	appeal	obj_rel	The surgeon that the authors dampen appeals	6
141	1	71	unexpected	appear	obj_rel	The surgeon that the authors dampen appear	6
142	1	71	expected	appear	obj_rel	The surgeon that the authors dampen appears	6
143	1	72	unexpected	appease	obj_rel	The surgeon that the authors dampen appease	6
144	1	72	expected	appease	obj_rel	The surgeon that the authors dampen appeases	6
145	1	73	unexpected	append	obj_rel	The surgeon that the authors dampen append	6
146	1	73	expected	append	obj_rel	The surgeon that the authors dampen appends	6
147	1	74	unexpected	applaud	obj_rel	The surgeon that the authors dampen applaud	6
148	1	74	expected	applaud	obj_rel	The surgeon that the authors dampen applauds	6
149	1	75	unexpected	apply	obj_rel	The surgeon that the authors dampen apply	6
150	1	75	expected	apply	obj_rel	The surgeon that the authors dampen applies	6
151	1	76	unexpected	appoint	obj_rel	The surgeon that the authors dampen appoint	6
152	1	76	expected	appoint	obj_rel	The surgeon that the authors dampen appoints	6
153	1	77	unexpected	appraise	obj_rel	The surgeon that the authors dampen appraise	6
154	1	77	expected	appraise	obj_rel	The surgeon that the authors dampen appraises	6
155	1	78	unexpected	appreciate	obj_rel	The surgeon that the authors dampen appreciate	6
156	1	78	expected	appreciate	obj_rel	The surgeon that the authors dampen appreciates	6
157	1	79	unexpected	approach	obj_rel	The surgeon that the authors dampen approach	6
158	1	79	expected	approach	obj_rel	The surgeon that the authors dampen approaches	6
159	1	80	unexpected	approve	obj_rel	The surgeon that the authors dampen approve	6
160	1	80	expected	approve	obj_rel	The surgeon that the authors dampen approves	6
161	1	81	unexpected	argue	obj_rel	The surgeon that the authors dampen argue	6
162	1	81	expected	argue	obj_rel	The surgeon that the authors dampen argues	6
163	1	82	unexpected	arise	obj_rel	The surgeon that the authors dampen arise	6
164	1	82	expected	arise	obj_rel	The surgeon that the authors dampen arises	6
165	1	83	unexpected	arm	obj_rel	The surgeon that the authors dampen arm	6
166	1	83	expected	arm	obj_rel	The surgeon that the authors dampen arms	6
167	1	84	unexpected	arouse	obj_rel	The surgeon that the authors dampen arouse	6
168	1	84	expected	arouse	obj_rel	The surgeon that the authors dampen arouses	6
169	1	85	unexpected	arrange	obj_rel	The surgeon that the authors dampen arrange	6
170	1	85	expected	arrange	obj_rel	The surgeon that the authors dampen arranges	6
171	1	86	unexpected	arrest	obj_rel	The surgeon that the authors dampen arrest	6
172	1	86	expected	arrest	obj_rel	The surgeon that the authors dampen arrests	6
173	1	87	unexpected	arrive	obj_rel	The surgeon that the authors dampen arrive	6
174	1	87	expected	arrive	obj_rel	The surgeon that the authors dampen arrives	6
175	1	88	unexpected	articulate	obj_rel	The surgeon that the authors dampen articulate	6
176	1	88	expected	articulate	obj_rel	The surgeon that the authors dampen articulates	6
177	1	89	unexpected	ask	obj_rel	The surgeon that the authors dampen ask	6
178	1	89	expected	ask	obj_rel	The surgeon that the authors dampen asks	6
179	1	90	unexpected	assassinate	obj_rel	The surgeon that the authors dampen assassinate	6
180	1	90	expected	assassinate	obj_rel	The surgeon that the authors dampen assassinates	6
181	1	91	unexpected	assemble	obj_rel	The surgeon that the authors dampen assemble	6
182	1	91	expected	assemble	obj_rel	The surgeon that the authors dampen assembles	6
183	1	92	unexpected	assert	obj_rel	The surgeon that the authors dampen assert	6
184	1	92	expected	assert	obj_rel	The surgeon that the authors dampen asserts	6
185	1	93	unexpected	assess	obj_rel	The surgeon that the authors dampen assess	6
186	1	93	expected	assess	obj_rel	The surgeon that the authors dampen assesses	6
187	1	94	unexpected	assign	obj_rel	The surgeon that the authors dampen assign	6
188	1	94	expected	assign	obj_rel	The surgeon that the authors dampen assigns	6
189	1	95	unexpected	assimilate	obj_rel	The surgeon that the authors dampen assimilate	6
190	1	95	expected	assimilate	obj_rel	The surgeon that the authors dampen assimilates	6
191	1	96	unexpected	assist	obj_rel	The surgeon that the authors dampen assist	6
192	1	96	expected	assist	obj_rel	The surgeon that the authors dampen assists	6
193	1	97	unexpected	assuage	obj_rel	The surgeon that the authors dampen assuage	6
194	1	97	expected	assuage	obj_rel	The surgeon that the authors dampen assuages	6
195	1	98	unexpected	assume	obj_rel	The surgeon that the authors dampen assume	6
196	1	98	expected	assume	obj_rel	The surgeon that the authors dampen assumes	6
197	2	99	unexpected	assure	obj_rel	The consultants that the teachers eclipse assures	6
198	2	99	expected	assure	obj_rel	The consultants that the teachers eclipse assure	6
199	2	100	unexpected	atone	obj_rel	The consultants that the teachers eclipse atones	6
200	2	100	expected	atone	obj_rel	The consultants that the teachers eclipse atone	6
201	2	101	unexpected	attach	obj_rel	The consultants that the teachers eclipse attaches	6
202	2	101	expected	attach	obj_rel	The consultants that the teachers eclipse attach	6
203	2	102	unexpected	attack	obj_rel	The consultants that the teachers eclipse attacks	6
204	2	102	expected	attack	obj_rel	The consultants that the teachers eclipse attack	6
205	2	103	unexpected	attain	obj_rel	The consultants that the teachers eclipse attains	6
206	2	103	expected	attain	obj_rel	The consultants that the teachers eclipse attain	6
207	2	104	unexpected	attempt	obj_rel	The consultants that the teachers eclipse attempts	6
208	2	104	expected	attempt	obj_rel	The consultants that the teachers eclipse attempt	6
209	2	105	unexpected	attend	obj_rel	The consultants that the teachers eclipse attends	6
210	2	105	expected	attend	obj_rel	The consultants that the teachers eclipse attend	6
211	2	106	unexpected	attention	obj_rel	The consultants that the teachers eclipse attentions	6
212	2	106	expected	attention	obj_rel	The consultants that the teachers eclipse attention	6
213	2	107	unexpected	attest	obj_rel	The consultants that the teachers eclipse attests	6
214	2	107	expected	attest	obj_rel	The consultants that the teachers eclipse attest	6
215	2	108	unexpected	attract	obj_rel	The consultants that the teachers eclipse attracts	6
216	2	108	expected	attract	obj_rel	The consultants that the teachers eclipse attract	6
217	2	109	unexpected	attribute	obj_rel	The consultants that the teachers eclipse attributes	6
218	2	109	expected	attribute	obj_rel	The consultants that the teachers eclipse attribute	6
219	2	110	unexpected	auction	obj_rel	The consultants that the teachers eclipse auctions	6
220	2	110	expected	auction	obj_rel	The consultants that the teachers eclipse auction	6
221	2	111	unexpected	audition	obj_rel	The consultants that the teachers eclipse auditions	6
222	2	111	expected	audition	obj_rel	The consultants that the teachers eclipse audition	6
223	2	112	unexpected	audit	obj_rel	The consultants that the teachers eclipse audits	6
224	2	112	expected	audit	obj_rel	The consultants that the teachers eclipse audit	6
225	2	113	unexpected	augment	obj_rel	The consultants that the teachers eclipse augments	6
226	2	113	expected	augment	obj_rel	The consultants that the teachers eclipse augment	6
227	2	114	unexpected	authorize	obj_rel	The consultants that the teachers eclipse authorizes	6
228	2	114	expected	authorize	obj_rel	The consultants that the teachers eclipse authorize	6
229	2	115	unexpected	autograph	obj_rel	The consultants that the teachers eclipse autographs	6
230	2	115	expected	autograph	obj_rel	The consultants that the teachers eclipse autograph	6
231	2	116	unexpected	average	obj_rel	The consultants that the teachers eclipse averages	6
232	2	116	expected	average	obj_rel	The consultants that the teachers eclipse average	6
233	2	117	unexpected	avert	obj_rel	The consultants that the teachers eclipse averts	6
234	2	117	expected	avert	obj_rel	The consultants that the teachers eclipse avert	6
235	2	118	unexpected	avoid	obj_rel	The consultants that the teachers eclipse avoids	6
236	2	118	expected	avoid	obj_rel	The consultants that the teachers eclipse avoid	6
237	2	119	unexpected	await	obj_rel	The consultants that the teachers eclipse awaits	6
238	2	119	expected	await	obj_rel	The consultants that the teachers eclipse await	6
239	2	120	unexpected	backfire	obj_rel	The consultants that the teachers eclipse backfires	6
240	2	120	expected	backfire	obj_rel	The consultants that the teachers eclipse backfire	6
241	2	121	unexpected	back	obj_rel	The consultants that the teachers eclipse backs	6
242	2	121	expected	back	obj_rel	The consultants that the teachers eclipse back	6
243	2	122	unexpected	bail	obj_rel	The consultants that the teachers eclipse bails	6
244	2	122	expected	bail	obj_rel	The consultants that the teachers eclipse bail	6
245	2	123	unexpected	balance	obj_rel	The consultants that the teachers eclipse balances	6
246	2	123	expected	balance	obj_rel	The consultants that the teachers eclipse balance	6
247	2	124	unexpected	balk	obj_rel	The consultants that the teachers eclipse balks	6
248	2	124	expected	balk	obj_rel	The consultants that the teachers eclipse balk	6
249	2	125	unexpected	balloon	obj_rel	The consultants that the teachers eclipse balloons	6
250	2	125	expected	balloon	obj_rel	The consultants that the teachers eclipse balloon	6
251	2	126	unexpected	band	obj_rel	The consultants that the teachers eclipse bands	6
252	2	126	expected	band	obj_rel	The consultants that the teachers eclipse band	6
253	2	127	unexpected	banish	obj_rel	The consultants that the teachers eclipse banishes	6
254	2	127	expected	banish	obj_rel	The consultants that the teachers eclipse banish	6
255	2	128	unexpected	bankroll	obj_rel	The consultants that the teachers eclipse bankrolls	6
256	2	128	expected	bankroll	obj_rel	The consultants that the teachers eclipse bankroll	6
257	2	129	unexpected	bankrupt	obj_rel	The consultants that the teachers eclipse bankrupts	6
258	2	129	expected	bankrupt	obj_rel	The consultants that the teachers eclipse bankrupt	6
259	2	130	unexpected	bank	obj_rel	The consultants that the teachers eclipse banks	6
260	2	130	expected	bank	obj_rel	The consultants that the teachers eclipse bank	6
261	2	131	unexpected	ban	obj_rel	The consultants that the teachers eclipse bans	6
262	2	131	expected	ban	obj_rel	The consultants that the teachers eclipse ban	6
263	2	132	unexpected	bargain	obj_rel	The consultants that the teachers eclipse bargains	6
264	2	132	expected	bargain	obj_rel	The consultants that the teachers eclipse bargain	6
265	2	133	unexpected	bar	obj_rel	The consultants that the teachers eclipse bars	6
266	2	133	expected	bar	obj_rel	The consultants that the teachers eclipse bar	6
267	2	134	unexpected	base	obj_rel	The consultants that the teachers eclipse bases	6
268	2	134	expected	base	obj_rel	The consultants that the teachers eclipse base	6
269	2	135	unexpected	bash	obj_rel	The consultants that the teachers eclipse bashes	6
270	2	135	expected	bash	obj_rel	The consultants that the teachers eclipse bash	6
271	2	136	unexpected	batter	obj_rel	The consultants that the teachers eclipse batters	6
272	2	136	expected	batter	obj_rel	The consultants that the teachers eclipse batter	6
273	2	137	unexpected	battle	obj_rel	The consultants that the teachers eclipse battles	6
274	2	137	expected	battle	obj_rel	The consultants that the teachers eclipse battle	6
275	2	138	unexpected	bear	obj_rel	The consultants that the teachers eclipse bears	6
276	2	138	expected	bear	obj_rel	The consultants that the teachers eclipse bear	6
277	2	139	unexpected	beat	obj_rel	The consultants that the teachers eclipse beats	6
278	2	139	expected	beat	obj_rel	The consultants that the teachers eclipse beat	6
279	2	140	unexpected	become	obj_rel	The consultants that the teachers eclipse becomes	6
280	2	140	expected	become	obj_rel	The consultants that the teachers eclipse become	6
281	2	141	unexpected	bedevil	obj_rel	The consultants that the teachers eclipse bedevils	6
282	2	141	expected	bedevil	obj_rel	The consultants that the teachers eclipse bedevil	6
283	2	142	unexpected	beef	obj_rel	The consultants that the teachers eclipse beefs	6
284	2	142	expected	beef	obj_rel	The consultants that the teachers eclipse beef	6
285	2	143	unexpected	begin	obj_rel	The consultants that the teachers eclipse begins	6
286	2	143	expected	begin	obj_rel	The consultants that the teachers eclipse begin	6
287	2	144	unexpected	behave	obj_rel	The consultants that the teachers eclipse behaves	6
288	2	144	expected	behave	obj_rel	The consultants that the teachers eclipse behave	6
289	2	145	unexpected	belie	obj_rel	The consultants that the teachers eclipse belies	6
290	2	145	expected	belie	obj_rel	The consultants that the teachers eclipse belie	6
291	2	146	unexpected	believe	obj_rel	The consultants that the teachers eclipse believes	6
292	2	146	expected	believe	obj_rel	The consultants that the teachers eclipse believe	6
293	2	147	unexpected	bellow	obj_rel	The consultants that the teachers eclipse bellows	6
294	2	147	expected	bellow	obj_rel	The consultants that the teachers eclipse bellow	6
295	2	148	unexpected	belong	obj_rel	The consultants that the teachers eclipse belongs	6
296	2	148	expected	belong	obj_rel	The consultants that the teachers eclipse belong	6
297	2	149	unexpected	bend	obj_rel	The consultants that the teachers eclipse bends	6
298	2	149	expected	bend	obj_rel	The consultants that the teachers eclipse bend	6
299	2	150	unexpected	benefit	obj_rel	The consultants that the teachers eclipse benefits	6
300	2	150	expected	benefit	obj_rel	The consultants that the teachers eclipse benefit	6
301	2	151	unexpected	bet	obj_rel	The consultants that the teachers eclipse bets	6
302	2	151	expected	bet	obj_rel	The consultants that the teachers eclipse bet	6
303	2	152	unexpected	are	obj_rel	The consultants that the teachers eclipse is	6
304	2	152	expected	are	obj_rel	The consultants that the teachers eclipse are	6
305	2	153	unexpected	bid	obj_rel	The consultants that the teachers eclipse bids	6
306	2	153	expected	bid	obj_rel	The consultants that the teachers eclipse bid	6
307	2	154	unexpected	bill	obj_rel	The consultants that the teachers eclipse bills	6
308	2	154	expected	bill	obj_rel	The consultants that the teachers eclipse bill	6
309	2	155	unexpected	bite	obj_rel	The consultants that the teachers eclipse bites	6
310	2	155	expected	bite	obj_rel	The consultants that the teachers eclipse bite	6
311	2	156	unexpected	blackmail	obj_rel	The consultants that the teachers eclipse blackmails	6
312	2	156	expected	blackmail	obj_rel	The consultants that the teachers eclipse blackmail	6
313	2	157	unexpected	blame	obj_rel	The consultants that the teachers eclipse blames	6
314	2	157	expected	blame	obj_rel	The consultants that the teachers eclipse blame	6
315	2	158	unexpected	blast	obj_rel	The consultants that the teachers eclipse blasts	6
316	2	158	expected	blast	obj_rel	The consultants that the teachers eclipse blast	6
317	2	159	unexpected	bleed	obj_rel	The consultants that the teachers eclipse bleeds	6
318	2	159	expected	bleed	obj_rel	The consultants that the teachers eclipse bleed	6
319	2	160	unexpected	blend	obj_rel	The consultants that the teachers eclipse blends	6
320	2	160	expected	blend	obj_rel	The consultants that the teachers eclipse blend	6
321	2	161	unexpected	bless	obj_rel	The consultants that the teachers eclipse blesses	6
322	2	161	expected	bless	obj_rel	The consultants that the teachers eclipse bless	6
323	2	162	unexpected	blink	obj_rel	The consultants that the teachers eclipse blinks	6
324	2	162	expected	blink	obj_rel	The consultants that the teachers eclipse blink	6
325	2	163	unexpected	block	obj_rel	The consultants that the teachers eclipse blocks	6
326	2	163	expected	block	obj_rel	The consultants that the teachers eclipse block	6
327	2	164	unexpected	blow	obj_rel	The consultants that the teachers eclipse blows	6
328	2	164	expected	blow	obj_rel	The consultants that the teachers eclipse blow	6
329	2	165	unexpected	blunder	obj_rel	The consultants that the teachers eclipse blunders	6
330	2	165	expected	blunder	obj_rel	The consultants that the teachers eclipse blunder	6
331	2	166	unexpected	blunt	obj_rel	The consultants that the teachers eclipse blunts	6
332	2	166	expected	blunt	obj_rel	The consultants that the teachers eclipse blunt	6
333	2	167	unexpected	blur	obj_rel	The consultants that the teachers eclipse blurs	6
334	2	167	expected	blur	obj_rel	The consultants that the teachers eclipse blur	6
335	2	168	unexpected	board	obj_rel	The consultants that the teachers eclipse boards	6
336	2	168	expected	board	obj_rel	The consultants that the teachers eclipse board	6
337	2	169	unexpected	boast	obj_rel	The consultants that the teachers eclipse boasts	6
338	2	169	expected	boast	obj_rel	The consultants that the teachers eclipse boast	6
339	2	170	unexpected	bode	obj_rel	The consultants that the teachers eclipse bodes	6
340	2	170	expected	bode	obj_rel	The consultants that the teachers eclipse bode	6
341	2	171	unexpected	bog	obj_rel	The consultants that the teachers eclipse bogs	6
342	2	171	expected	bog	obj_rel	The consultants that the teachers eclipse bog	6
343	2	172	unexpected	bolster	obj_rel	The consultants that the teachers eclipse bolsters	6
344	2	172	expected	bolster	obj_rel	The consultants that the teachers eclipse bolster	6
345	2	173	unexpected	bomb	obj_rel	The consultants that the teachers eclipse bombs	6
346	2	173	expected	bomb	obj_rel	The consultants that the teachers eclipse bomb	6
347	2	174	unexpected	boom	obj_rel	The consultants that the teachers eclipse booms	6
348	2	174	expected	boom	obj_rel	The consultants that the teachers eclipse boom	6
349	2	175	unexpected	boost	obj_rel	The consultants that the teachers eclipse boosts	6
350	2	175	expected	boost	obj_rel	The consultants that the teachers eclipse boost	6
351	2	176	unexpected	borrow	obj_rel	The consultants that the teachers eclipse borrows	6
352	2	176	expected	borrow	obj_rel	The consultants that the teachers eclipse borrow	6
353	2	177	unexpected	bother	obj_rel	The consultants that the teachers eclipse bothers	6
354	2	177	expected	bother	obj_rel	The consultants that the teachers eclipse bother	6
355	2	178	unexpected	bottle	obj_rel	The consultants that the teachers eclipse bottles	6
356	2	178	expected	bottle	obj_rel	The consultants that the teachers eclipse bottle	6
357	2	179	unexpected	bounce	obj_rel	The consultants that the teachers eclipse bounces	6
358	2	179	expected	bounce	obj_rel	The consultants that the teachers eclipse bounce	6
359	2	180	unexpected	bow	obj_rel	The consultants that the teachers eclipse bows	6
360	2	180	expected	bow	obj_rel	The consultants that the teachers eclipse bow	6
361	2	181	unexpected	brace	obj_rel	The consultants that the teachers eclipse braces	6
362	2	181	expected	brace	obj_rel	The consultants that the teachers eclipse brace	6
363	2	182	unexpected	brag	obj_rel	The consultants that the teachers eclipse brags	6
364	2	182	expected	brag	obj_rel	The consultants that the teachers eclipse brag	6
365	2	183	unexpected	branch	obj_rel	The consultants that the teachers eclipse branches	6
366	2	183	expected	branch	obj_rel	The consultants that the teachers eclipse branch	6
367	2	184	unexpected	brave	obj_rel	The consultants that the teachers eclipse braves	6
368	2	184	expected	brave	obj_rel	The consultants that the teachers eclipse brave	6
369	2	185	unexpected	brazen	obj_rel	The consultants that the teachers eclipse brazens	6
370	2	185	expected	brazen	obj_rel	The consultants that the teachers eclipse brazen	6
371	2	186	unexpected	breach	obj_rel	The consultants that the teachers eclipse breaches	6
