token	sentid	word	wordpos	model	tokenizer	punctuation	prob	surp
en	5	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġabide	5	 abide	6	gpt2	gpt2	False	1.0004409745079101e-07	23.25286102294922
The	6	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	6	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	6	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	6	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	6	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	6	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	6	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġab	6	 abides	6	gpt2	gpt2	False	2.51622168434551e-05	15.27838134765625
ides	6	 abides	6	gpt2	gpt2	False	0.007585086394101381	7.042618751525879
The	7	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	7	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	7	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	7	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	7	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	7	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	7	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġabolish	7	 abolish	6	gpt2	gpt2	False	1.2435772589469707e-07	22.939001083374023
The	8	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	8	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	8	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	8	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	8	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	8	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	8	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġabol	8	 abolishes	6	gpt2	gpt2	False	7.246040212294247e-08	23.718231201171875
ishes	8	 abolishes	6	gpt2	gpt2	False	0.4142962694168091	1.2712652683258057
The	9	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	9	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	9	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	9	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	9	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	9	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	9	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġabsorb	9	 absorb	6	gpt2	gpt2	False	2.058446852970519e-07	22.21194076538086
The	10	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	10	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	10	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	10	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	10	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	10	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	10	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġabsorbs	10	 absorbs	6	gpt2	gpt2	False	1.0901604952096022e-07	23.128955841064453
The	11	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	11	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	11	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	11	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	11	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	11	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	11	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġabuse	11	 abuse	6	gpt2	gpt2	False	4.660994090954773e-05	14.389002799987793
The	12	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	12	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	12	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	12	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	12	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	12	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	12	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġabuses	12	 abuses	6	gpt2	gpt2	False	8.115056516544428e-06	16.910966873168945
The	13	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	13	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	13	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	13	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	13	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	13	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	13	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacc	13	 accede	6	gpt2	gpt2	False	1.8085678675561212e-05	15.754792213439941
ede	13	 accede	6	gpt2	gpt2	False	0.0010747398482635617	9.861796379089355
The	14	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	14	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	14	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	14	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	14	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	14	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	14	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacc	14	 accedes	6	gpt2	gpt2	False	1.8085678675561212e-05	15.754792213439941
edes	14	 accedes	6	gpt2	gpt2	False	0.0007212655036710203	10.437182426452637
The	15	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	15	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	15	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	15	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	15	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	15	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	15	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccelerate	15	 accelerate	6	gpt2	gpt2	False	6.202097324603528e-07	20.62074089050293
The	16	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	16	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	16	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	16	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	16	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	16	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	16	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacceler	16	 accelerates	6	gpt2	gpt2	False	1.4842685231997166e-06	19.36181640625
ates	16	 accelerates	6	gpt2	gpt2	False	0.4352755546569824	1.1999990940093994
The	17	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	17	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	17	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	17	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	17	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	17	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	17	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccept	17	 accept	6	gpt2	gpt2	False	9.074367881112266e-06	16.749771118164062
The	18	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	18	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	18	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	18	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	18	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	18	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	18	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccepts	18	 accepts	6	gpt2	gpt2	False	8.151730071404018e-06	16.904462814331055
The	19	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	19	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	19	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	19	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	19	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	19	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	19	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccess	19	 access	6	gpt2	gpt2	False	9.29037996684201e-05	13.393902778625488
The	20	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	20	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	20	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	20	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	20	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	20	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	20	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccess	20	 accesses	6	gpt2	gpt2	False	9.29037996684201e-05	13.393902778625488
es	20	 accesses	6	gpt2	gpt2	False	0.0004931056755594909	10.98581600189209
The	21	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	21	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	21	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	21	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	21	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	21	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	21	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacclaim	21	 acclaim	6	gpt2	gpt2	False	2.832809968822403e-06	18.42933464050293
The	22	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	22	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	22	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	22	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	22	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	22	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	22	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacclaim	22	 acclaims	6	gpt2	gpt2	False	2.832809968822403e-06	18.42933464050293
s	22	 acclaims	6	gpt2	gpt2	False	0.004000817891210318	7.965489387512207
The	23	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	23	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	23	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	23	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	23	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	23	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	23	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccommodate	23	 accommodate	6	gpt2	gpt2	False	6.604063287340978e-07	20.530141830444336
The	24	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	24	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	24	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	24	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	24	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	24	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	24	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccommod	24	 accommodates	6	gpt2	gpt2	False	1.0893327271332964e-06	19.808124542236328
ates	24	 accommodates	6	gpt2	gpt2	False	0.38958123326301575	1.3600038290023804
The	25	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	25	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	25	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	25	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	25	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	25	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	25	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacc	25	 accomodate	6	gpt2	gpt2	False	1.8085678675561212e-05	15.754792213439941
om	25	 accomodate	6	gpt2	gpt2	False	0.009116924367845058	6.7772369384765625
od	25	 accomodate	6	gpt2	gpt2	False	0.9985817670822144	0.0020475476048886776
ate	25	 accomodate	6	gpt2	gpt2	False	0.022763799875974655	5.4571146965026855
The	26	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	26	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	26	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	26	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	26	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	26	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	26	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacc	26	 accomodates	6	gpt2	gpt2	False	1.8085678675561212e-05	15.754792213439941
om	26	 accomodates	6	gpt2	gpt2	False	0.009116924367845058	6.7772369384765625
od	26	 accomodates	6	gpt2	gpt2	False	0.9985817670822144	0.0020475476048886776
ates	26	 accomodates	6	gpt2	gpt2	False	0.011625015176832676	6.426623821258545
The	27	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	27	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	27	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	27	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	27	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	27	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	27	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccompany	27	 accompany	6	gpt2	gpt2	False	9.611715086066397e-07	19.98870277404785
The	28	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	28	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	28	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	28	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	28	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	28	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	28	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccompanies	28	 accompanies	6	gpt2	gpt2	False	2.2867400275572436e-06	18.7382755279541
The	29	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	29	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	29	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	29	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	29	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	29	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	29	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccomplish	29	 accomplish	6	gpt2	gpt2	False	1.508769969404966e-06	19.33819580078125
The	30	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	30	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	30	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	30	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	30	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	30	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	30	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccompl	30	 accomplishes	6	gpt2	gpt2	False	2.0185184439469595e-06	18.918272018432617
ishes	30	 accomplishes	6	gpt2	gpt2	False	0.9355530142784119	0.09610868990421295
The	31	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	31	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	31	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	31	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	31	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	31	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	31	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccord	31	 accord	6	gpt2	gpt2	False	1.3455467069434235e-06	19.503376007080078
The	32	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	32	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	32	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	32	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	32	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	32	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	32	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacc	32	 accords	6	gpt2	gpt2	False	1.8085678675561212e-05	15.754792213439941
ords	32	 accords	6	gpt2	gpt2	False	0.11635623872280121	3.103379487991333
The	33	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	33	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	33	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	33	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	33	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	33	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	33	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccount	33	 account	6	gpt2	gpt2	False	2.333774318685755e-05	15.386975288391113
The	34	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	34	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	34	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	34	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	34	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	34	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	34	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccounts	34	 accounts	6	gpt2	gpt2	False	2.6036523195216432e-05	15.229104042053223
The	35	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	35	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	35	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	35	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	35	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	35	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	35	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacc	35	 accrue	6	gpt2	gpt2	False	1.8085678675561212e-05	15.754792213439941
rue	35	 accrue	6	gpt2	gpt2	False	0.0012669134885072708	9.624465942382812
The	36	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	36	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	36	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	36	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	36	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	36	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	36	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġacc	36	 accrues	6	gpt2	gpt2	False	1.8085678675561212e-05	15.754792213439941
ru	36	 accrues	6	gpt2	gpt2	False	0.03315526619553566	4.914618015289307
es	36	 accrues	6	gpt2	gpt2	False	0.38457736372947693	1.3786542415618896
The	37	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	37	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	37	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	37	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	37	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
Ġdamp	37	 dampen	5	gpt2	gpt2	False	1.3097729834044003e-07	22.864179611206055
en	37	 dampen	5	gpt2	gpt2	False	0.03564292937517166	4.810240268707275
Ġaccuse	37	 accuse	6	gpt2	gpt2	False	3.177465487169684e-06	18.26369285583496
The	38	The	0	gpt2	gpt2	False	1.0	0.0
Ġsurgeon	38	 surgeon	1	gpt2	gpt2	False	1.9858138330164365e-05	15.61991024017334
Ġthat	38	 that	2	gpt2	gpt2	False	0.0025663881096988916	8.60604476928711
Ġthe	38	 the	3	gpt2	gpt2	False	0.004351739771664143	7.844192028045654
Ġauthors	38	 authors	4	gpt2	gpt2	False	0.0006922587053850293	10.496400833129883
