token	sentid	word	wordpos	model	tokenizer	punctuation	prob	surp
Ġab	4	 abates	5	gpt2	gpt2	False	4.011375494883396e-06	17.927471160888672
ates	4	 abates	5	gpt2	gpt2	False	0.002358580008149147	8.727865219116211
The	5	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	5	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	5	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	5	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	5	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġabide	5	 abide	5	gpt2	gpt2	False	6.606119740126815e-08	23.851621627807617
The	6	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	6	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	6	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	6	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	6	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġab	6	 abides	5	gpt2	gpt2	False	4.011375494883396e-06	17.927471160888672
ides	6	 abides	5	gpt2	gpt2	False	0.4418599605560303	1.178338885307312
The	7	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	7	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	7	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	7	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	7	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġabolish	7	 abolish	5	gpt2	gpt2	False	1.88984050630836e-10	32.30101776123047
The	8	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	8	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	8	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	8	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	8	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġabol	8	 abolishes	5	gpt2	gpt2	False	4.984066936941645e-09	27.580028533935547
ishes	8	 abolishes	5	gpt2	gpt2	False	0.8779191374778748	0.18783998489379883
The	9	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	9	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	9	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	9	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	9	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġabsorb	9	 absorb	5	gpt2	gpt2	False	4.127889852156841e-08	24.530019760131836
The	10	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	10	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	10	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	10	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	10	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġabsorbs	10	 absorbs	5	gpt2	gpt2	False	7.970724595907086e-07	20.258785247802734
The	11	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	11	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	11	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	11	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	11	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġabuse	11	 abuse	5	gpt2	gpt2	False	1.9823085040115984e-06	18.944387435913086
The	12	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	12	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	12	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	12	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	12	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġabuses	12	 abuses	5	gpt2	gpt2	False	7.594469479954569e-07	20.32854652404785
The	13	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	13	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	13	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	13	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	13	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacc	13	 accede	5	gpt2	gpt2	False	2.553601234467351e-06	18.57903480529785
ede	13	 accede	5	gpt2	gpt2	False	0.00025645006098784506	11.929034233093262
The	14	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	14	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	14	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	14	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	14	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacc	14	 accedes	5	gpt2	gpt2	False	2.553601234467351e-06	18.57903480529785
edes	14	 accedes	5	gpt2	gpt2	False	0.002431498607620597	8.683938980102539
The	15	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	15	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	15	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	15	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	15	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccelerate	15	 accelerate	5	gpt2	gpt2	False	3.051118468988534e-09	28.288015365600586
The	16	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	16	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	16	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	16	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	16	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacceler	16	 accelerates	5	gpt2	gpt2	False	1.083677858559895e-07	23.13755989074707
ates	16	 accelerates	5	gpt2	gpt2	False	0.9904438853263855	0.013852866366505623
The	17	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	17	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	17	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	17	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	17	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccept	17	 accept	5	gpt2	gpt2	False	9.61229670792818e-06	16.66668701171875
The	18	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	18	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	18	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	18	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	18	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccepts	18	 accepts	5	gpt2	gpt2	False	4.326674388721585e-05	14.496381759643555
The	19	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	19	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	19	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	19	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	19	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccess	19	 access	5	gpt2	gpt2	False	1.6257648894679733e-05	15.90852165222168
The	20	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	20	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	20	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	20	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	20	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccess	20	 accesses	5	gpt2	gpt2	False	1.6257648894679733e-05	15.90852165222168
es	20	 accesses	5	gpt2	gpt2	False	0.0215098075568676	5.5388617515563965
The	21	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	21	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	21	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	21	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	21	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacclaim	21	 acclaim	5	gpt2	gpt2	False	6.812314836679434e-07	20.4853515625
The	22	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	22	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	22	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	22	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	22	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacclaim	22	 acclaims	5	gpt2	gpt2	False	6.812314836679434e-07	20.4853515625
s	22	 acclaims	5	gpt2	gpt2	False	0.07893133908510208	3.6632580757141113
The	23	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	23	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	23	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	23	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	23	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccommodate	23	 accommodate	5	gpt2	gpt2	False	1.2042759678365655e-08	26.30725860595703
The	24	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	24	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	24	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	24	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	24	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccommod	24	 accommodates	5	gpt2	gpt2	False	1.872892653409508e-06	19.02630043029785
ates	24	 accommodates	5	gpt2	gpt2	False	0.6851854920387268	0.545433521270752
The	25	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	25	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	25	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	25	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	25	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacc	25	 accomodate	5	gpt2	gpt2	False	2.553601234467351e-06	18.57903480529785
om	25	 accomodate	5	gpt2	gpt2	False	0.13351306319236755	2.904947280883789
od	25	 accomodate	5	gpt2	gpt2	False	0.9795563220977783	0.029799625277519226
ate	25	 accomodate	5	gpt2	gpt2	False	0.03358267620205879	4.896139144897461
The	26	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	26	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	26	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	26	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	26	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacc	26	 accomodates	5	gpt2	gpt2	False	2.553601234467351e-06	18.57903480529785
om	26	 accomodates	5	gpt2	gpt2	False	0.13351306319236755	2.904947280883789
od	26	 accomodates	5	gpt2	gpt2	False	0.9795563220977783	0.029799625277519226
ates	26	 accomodates	5	gpt2	gpt2	False	0.6875990033149719	0.540360689163208
The	27	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	27	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	27	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	27	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	27	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccompany	27	 accompany	5	gpt2	gpt2	False	9.055187710771406e-09	26.718608856201172
The	28	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	28	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	28	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	28	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	28	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccompanies	28	 accompanies	5	gpt2	gpt2	False	5.448017077469558e-07	20.80776596069336
The	29	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	29	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	29	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	29	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	29	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccomplish	29	 accomplish	5	gpt2	gpt2	False	1.2665267057343499e-08	26.234546661376953
The	30	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	30	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	30	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	30	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	30	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccompl	30	 accomplishes	5	gpt2	gpt2	False	1.8984634664320765e-07	22.328664779663086
ishes	30	 accomplishes	5	gpt2	gpt2	False	0.9493918418884277	0.07492443174123764
The	31	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	31	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	31	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	31	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	31	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccord	31	 accord	5	gpt2	gpt2	False	8.549084640208093e-08	23.47965431213379
The	32	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	32	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	32	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	32	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	32	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacc	32	 accords	5	gpt2	gpt2	False	2.553601234467351e-06	18.57903480529785
ords	32	 accords	5	gpt2	gpt2	False	0.11353085190057755	3.1388437747955322
The	33	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	33	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	33	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	33	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	33	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccount	33	 account	5	gpt2	gpt2	False	2.094079536618665e-05	15.54332447052002
The	34	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	34	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	34	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	34	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	34	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccounts	34	 accounts	5	gpt2	gpt2	False	1.579030868015252e-05	15.950600624084473
The	35	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	35	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	35	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	35	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	35	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacc	35	 accrue	5	gpt2	gpt2	False	2.553601234467351e-06	18.57903480529785
rue	35	 accrue	5	gpt2	gpt2	False	0.009405680932104588	6.73225212097168
The	36	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	36	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	36	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	36	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	36	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacc	36	 accrues	5	gpt2	gpt2	False	2.553601234467351e-06	18.57903480529785
ru	36	 accrues	5	gpt2	gpt2	False	0.11393260210752487	3.1337475776672363
es	36	 accrues	5	gpt2	gpt2	False	0.9185246229171753	0.1226096972823143
The	37	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	37	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	37	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	37	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	37	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccuse	37	 accuse	5	gpt2	gpt2	False	2.326621739712209e-08	25.357187271118164
The	38	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	38	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	38	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	38	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	38	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġaccuses	38	 accuses	5	gpt2	gpt2	False	7.658998697479547e-07	20.316341400146484
The	39	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	39	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	39	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	39	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	39	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġachieve	39	 achieve	5	gpt2	gpt2	False	6.336294688935595e-08	23.911785125732422
The	40	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	40	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	40	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	40	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	40	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġachieves	40	 achieves	5	gpt2	gpt2	False	1.0773925396279083e-06	19.824024200439453
The	41	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	41	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	41	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	41	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	41	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacknowledge	41	 acknowledge	5	gpt2	gpt2	False	1.1975743063885602e-07	22.99338150024414
The	42	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	42	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	42	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	42	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	42	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacknowledges	42	 acknowledges	5	gpt2	gpt2	False	7.103470579750137e-06	17.103044509887695
The	43	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	43	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	43	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	43	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	43	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacquire	43	 acquire	5	gpt2	gpt2	False	6.115817541285651e-08	23.962879180908203
The	44	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	44	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	44	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	44	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	44	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacqu	44	 acquires	5	gpt2	gpt2	False	1.0566506034592749e-06	19.852069854736328
ires	44	 acquires	5	gpt2	gpt2	False	0.991462767124176	0.012369471602141857
The	45	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	45	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	45	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	45	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	45	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacqu	45	 acquit	5	gpt2	gpt2	False	1.0566506034592749e-06	19.852069854736328
it	45	 acquit	5	gpt2	gpt2	False	0.0005319089978002012	10.876532554626465
The	46	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	46	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	46	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	46	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	46	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacqu	46	 acquits	5	gpt2	gpt2	False	1.0566506034592749e-06	19.852069854736328
its	46	 acquits	5	gpt2	gpt2	False	0.002086223103106022	8.904891014099121
The	47	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	47	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	47	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	47	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	47	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġact	47	 act	5	gpt2	gpt2	False	2.325683453818783e-06	18.713912963867188
The	48	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	48	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	48	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	48	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	48	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġacts	48	 acts	5	gpt2	gpt2	False	7.3084665928035975e-06	17.062000274658203
The	49	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	49	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	49	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	49	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	49	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġadapt	49	 adapt	5	gpt2	gpt2	False	1.1844222171930596e-06	19.68738555908203
The	50	The	0	gpt2	gpt2	False	1.0	0.0
Ġfarmer	50	 farmer	1	gpt2	gpt2	False	2.0478813894442283e-05	15.575508117675781
Ġknows	50	 knows	2	gpt2	gpt2	False	0.000695501163136214	10.489659309387207
Ġthe	50	 the	3	gpt2	gpt2	False	0.11877745389938354	3.073667049407959
Ġcustomer	50	 customer	4	gpt2	gpt2	False	0.0006004504393786192	10.701666831970215
Ġadapt	50	 adapts	5	gpt2	gpt2	False	1.1844222171930596e-06	19.68738555908203
s	50	 adapts	5	gpt2	gpt2	False	0.9641363620758057	0.05269092693924904
The	51	The	0	gpt2	gpt2	False	1.0	0.0
