	model	sentid	pairid	contextid	lemma	condition	comparison	sentence	probsum	probmean	surpsum	surpmean
25	gpt2	26	13	1	accomodate	obj_rel_no_that	expected	The officer the pilot braves accomodates	0.25314687144964404	0.25314687144964404	7.538886580965482	7.538886580965482
26	gpt2	27	14	1	accompany	obj_rel_no_that	unexpected	The officer the pilot braves accompany	9.035994708028738e-07	9.035994708028738e-07	20.07781410217285	20.07781410217285
27	gpt2	28	14	1	accompany	obj_rel_no_that	expected	The officer the pilot braves accompanies	1.0941362234007102e-05	1.0941362234007102e-05	16.479848861694336	16.479848861694336
28	gpt2	29	15	1	accomplish	obj_rel_no_that	unexpected	The officer the pilot braves accomplish	7.127421213226626e-07	7.127421213226626e-07	20.420116424560547	20.420116424560547
29	gpt2	30	15	1	accomplish	obj_rel_no_that	expected	The officer the pilot braves accomplishes	0.2543746672827183	0.2543746672827183	8.455876737833023	8.455876737833023
30	gpt2	31	16	1	accord	obj_rel_no_that	unexpected	The officer the pilot braves accord	1.2873779553501666e-07	1.2873779553501666e-07	22.889060974121094	22.889060974121094
31	gpt2	32	16	1	accord	obj_rel_no_that	expected	The officer the pilot braves accords	0.010189813543547607	0.010189813543547607	10.722917318344116	10.722917318344116
32	gpt2	33	17	1	account	obj_rel_no_that	unexpected	The officer the pilot braves account	5.511871677299496e-06	5.511871677299496e-06	17.469026565551758	17.469026565551758
33	gpt2	34	17	1	account	obj_rel_no_that	expected	The officer the pilot braves accounts	3.599307547119679e-06	3.599307547119679e-06	18.08384895324707	18.08384895324707
34	gpt2	35	18	1	accrue	obj_rel_no_that	unexpected	The officer the pilot braves accrue	0.00035421432039580683	0.00035421432039580683	13.16321086883545	13.16321086883545
35	gpt2	36	18	1	accrue	obj_rel_no_that	expected	The officer the pilot braves accrues	0.029242986801060977	0.029242986801060977	8.586530208587646	8.586530208587646
36	gpt2	37	19	1	accuse	obj_rel_no_that	unexpected	The officer the pilot braves accuse	4.747668640447955e-07	4.747668640447955e-07	21.006277084350582	21.006277084350582
37	gpt2	38	19	1	accuse	obj_rel_no_that	expected	The officer the pilot braves accuses	7.497081242036074e-06	7.497081242036074e-06	17.025239944458008	17.025239944458008
38	gpt2	39	20	1	achieve	obj_rel_no_that	unexpected	The officer the pilot braves achieve	1.2817971537515405e-06	1.2817971537515405e-06	19.573400497436523	19.573400497436523
39	gpt2	40	20	1	achieve	obj_rel_no_that	expected	The officer the pilot braves achieves	4.2479505282244645e-06	4.2479505282244645e-06	17.84480094909668	17.84480094909668
40	gpt2	41	21	1	acknowledge	obj_rel_no_that	unexpected	The officer the pilot braves acknowledge	2.788128085740027e-06	2.788128085740027e-06	18.452272415161133	18.452272415161133
41	gpt2	42	21	1	acknowledge	obj_rel_no_that	expected	The officer the pilot braves acknowledges	1.8022197764366865e-05	1.8022197764366865e-05	15.759865760803224	15.759865760803224
42	gpt2	43	22	1	acquire	obj_rel_no_that	unexpected	The officer the pilot braves acquire	2.411220236808731e-07	2.411220236808731e-07	21.98373413085937	21.98373413085937
43	gpt2	44	22	1	acquire	obj_rel_no_that	expected	The officer the pilot braves acquires	0.36146075674326994	0.36146075674326994	9.84644713997841	9.84644713997841
44	gpt2	45	23	1	acquit	obj_rel_no_that	unexpected	The officer the pilot braves acquit	0.0031073100398657134	0.0031073100398657134	13.27764940261841	13.27764940261841
45	gpt2	46	23	1	acquit	obj_rel_no_that	expected	The officer the pilot braves acquits	0.0025346479378072135	0.0025346479378072135	13.42463278770447	13.42463278770447
46	gpt2	47	24	1	act	obj_rel_no_that	unexpected	The officer the pilot braves act	5.364998742152238e-06	5.364998742152238e-06	17.50798988342285	17.50798988342285
47	gpt2	48	24	1	act	obj_rel_no_that	expected	The officer the pilot braves acts	8.1809310358949e-05	8.1809310358949e-05	13.577375411987305	13.577375411987305
48	gpt2	49	25	1	adapt	obj_rel_no_that	unexpected	The officer the pilot braves adapt	8.627667966720765e-07	8.627667966720765e-07	20.1445255279541	20.1445255279541
49	gpt2	50	25	1	adapt	obj_rel_no_that	expected	The officer the pilot braves adapts	0.15469129308536364	0.15469129308536364	10.91853278875351	10.91853278875351
50	gpt2	51	26	1	address	obj_rel_no_that	unexpected	The officer the pilot braves address	7.613657544425223e-07	7.613657544425223e-07	20.324907302856445	20.324907302856445
51	gpt2	52	26	1	address	obj_rel_no_that	expected	The officer the pilot braves addresses	3.0577473353332607e-06	3.0577473353332607e-06	18.31909942626953	18.31909942626953
52	gpt2	53	27	1	add	obj_rel_no_that	unexpected	The officer the pilot braves add	5.657755536958575e-06	5.657755536958575e-06	17.431339263916016	17.431339263916016
53	gpt2	54	27	1	add	obj_rel_no_that	expected	The officer the pilot braves adds	7.600665412610397e-05	7.600665412610397e-05	13.683514595031738	13.683514595031738
54	gpt2	55	28	1	adhere	obj_rel_no_that	unexpected	The officer the pilot braves adhere	5.3502784425063516e-08	5.3502784425063516e-08	24.155811309814453	24.155811309814453
55	gpt2	56	28	1	adhere	obj_rel_no_that	expected	The officer the pilot braves adheres	0.005039620097704731	0.005039620097704731	11.22791576385498	11.22791576385498
56	gpt2	57	29	1	adjust	obj_rel_no_that	unexpected	The officer the pilot braves adjust	4.895424581263796e-07	4.895424581263796e-07	20.96206283569336	20.96206283569336
57	gpt2	58	29	1	adjust	obj_rel_no_that	expected	The officer the pilot braves adjusts	2.2450462893175427e-06	2.2450462893175427e-06	18.76482391357422	18.76482391357422
58	gpt2	59	30	1	administer	obj_rel_no_that	unexpected	The officer the pilot braves administer	1.851160078558678e-07	1.851160078558678e-07	22.365066528320312	22.365066528320312
59	gpt2	60	30	1	administer	obj_rel_no_that	expected	The officer the pilot braves administers	0.027360076125660236	0.027360076125660236	11.9935667514801	11.9935667514801
60	gpt2	61	31	1	admit	obj_rel_no_that	unexpected	The officer the pilot braves admit	3.640818249550648e-06	3.640818249550648e-06	18.067306518554688	18.067306518554688
61	gpt2	62	31	1	admit	obj_rel_no_that	expected	The officer the pilot braves admits	7.404061761917546e-05	7.404061761917546e-05	13.721323013305664	13.721323013305664
62	gpt2	63	32	1	adopt	obj_rel_no_that	unexpected	The officer the pilot braves adopt	4.930019485982484e-07	4.930019485982484e-07	20.951902389526367	20.951902389526367
63	gpt2	64	32	1	adopt	obj_rel_no_that	expected	The officer the pilot braves adopts	0.495583193573367	0.495583193573367	10.377209431957453	10.377209431957453
64	gpt2	65	33	1	adorn	obj_rel_no_that	unexpected	The officer the pilot braves adorn	0.0009876957637970814	0.0009876957637970814	12.408602714538574	12.408602714538574
65	gpt2	66	33	1	adorn	obj_rel_no_that	expected	The officer the pilot braves adorns	0.00047187486870823144	0.00047187486870823144	12.948424816131592	12.948424816131592
66	gpt2	67	34	1	advance	obj_rel_no_that	unexpected	The officer the pilot braves advance	2.0248132841516053e-06	2.0248132841516053e-06	18.913780212402344	18.913780212402344
67	gpt2	68	34	1	advance	obj_rel_no_that	expected	The officer the pilot braves advances	2.904099346778821e-05	2.904099346778821e-05	15.07154941558838	15.07154941558838
68	gpt2	69	35	1	advantage	obj_rel_no_that	unexpected	The officer the pilot braves advantage	6.000104804115836e-07	6.000104804115836e-07	20.66850852966309	20.66850852966309
69	gpt2	70	35	1	advantage	obj_rel_no_that	expected	The officer the pilot braves advantages	9.773701492576949e-08	9.773701492576949e-08	23.28652000427246	23.28652000427246
70	gpt2	71	36	1	advise	obj_rel_no_that	unexpected	The officer the pilot braves advise	2.069006768579129e-06	2.069006768579129e-06	18.88262939453125	18.88262939453125
71	gpt2	72	36	1	advise	obj_rel_no_that	expected	The officer the pilot braves advises	1.6513764421688393e-05	1.6513764421688393e-05	15.885971069335938	15.885971069335938
72	gpt2	73	37	1	affect	obj_rel_no_that	unexpected	The officer the pilot braves affect	6.890604709042236e-07	6.890604709042236e-07	20.4688663482666	20.4688663482666
73	gpt2	74	37	1	affect	obj_rel_no_that	expected	The officer the pilot braves affects	5.58156853003311e-06	5.58156853003311e-06	17.450897216796875	17.450897216796875
74	gpt2	75	38	1	afford	obj_rel_no_that	unexpected	The officer the pilot braves afford	2.67213550841916e-07	2.67213550841916e-07	21.83550262451172	21.83550262451172
75	gpt2	76	38	1	afford	obj_rel_no_that	expected	The officer the pilot braves affords	0.13614915128914618	0.13614915128914618	9.485311686992645	9.485311686992645
76	gpt2	77	39	1	aggravate	obj_rel_no_that	unexpected	The officer the pilot braves aggravate	0.003844601074774759	0.003844601074774759	13.094817876815798	13.094817876815798
77	gpt2	78	39	1	aggravate	obj_rel_no_that	expected	The officer the pilot braves aggravates	0.01190456605570486	0.01190456605570486	12.279405355453493	12.279405355453493
78	gpt2	79	40	1	agonize	obj_rel_no_that	unexpected	The officer the pilot braves agonize	0.0008604265154872054	0.0008604265154872054	13.93087482452393	13.93087482452393
79	gpt2	80	40	1	agonize	obj_rel_no_that	expected	The officer the pilot braves agonizes	0.0021573543768909054	0.0021573543768909054	13.267203330993654	13.267203330993654
80	gpt2	81	41	1	agree	obj_rel_no_that	unexpected	The officer the pilot braves agree	2.885887170123169e-06	2.885887170123169e-06	18.40255355834961	18.40255355834961
81	gpt2	82	41	1	agree	obj_rel_no_that	expected	The officer the pilot braves agrees	1.9772080122493207e-05	1.9772080122493207e-05	15.626175880432127	15.626175880432127
82	gpt2	83	42	1	aid	obj_rel_no_that	unexpected	The officer the pilot braves aid	1.2281301451366744e-06	1.2281301451366744e-06	19.63510513305664	19.63510513305664
83	gpt2	84	42	1	aid	obj_rel_no_that	expected	The officer the pilot braves aids	1.7943779084816924e-06	1.7943779084816924e-06	19.088085174560547	19.088085174560547
84	gpt2	85	43	1	aim	obj_rel_no_that	unexpected	The officer the pilot braves aim	5.416697604232468e-06	5.416697604232468e-06	17.494155883789062	17.494155883789062
85	gpt2	86	43	1	aim	obj_rel_no_that	expected	The officer the pilot braves aims	1.2209137821628246e-05	1.2209137821628246e-05	16.321678161621094	16.321678161621094
86	gpt2	87	44	1	air	obj_rel_no_that	unexpected	The officer the pilot braves air	7.21540636732243e-05	7.21540636732243e-05	13.758560180664062	13.758560180664062
87	gpt2	88	44	1	air	obj_rel_no_that	expected	The officer the pilot braves airs	6.16777788309264e-06	6.16777788309264e-06	17.30681800842285	17.30681800842285
88	gpt2	89	45	1	alert	obj_rel_no_that	unexpected	The officer the pilot braves alert	3.003436177095864e-06	3.003436177095864e-06	18.344955444335938	18.344955444335938
89	gpt2	90	45	1	alert	obj_rel_no_that	expected	The officer the pilot braves alerts	2.391170710325241e-06	2.391170710325241e-06	18.673851013183597	18.673851013183597
90	gpt2	91	46	1	alienate	obj_rel_no_that	unexpected	The officer the pilot braves alienate	4.920182658452177e-05	4.920182658452177e-05	16.338654041290283	16.338654041290283
91	gpt2	92	46	1	alienate	obj_rel_no_that	expected	The officer the pilot braves alienates	1.4815295287462506e-05	1.4815295287462506e-05	17.230905532836914	17.230905532836914
92	gpt2	93	47	1	allay	obj_rel_no_that	unexpected	The officer the pilot braves allay	0.000597449609813323	0.000597449609813323	12.421698093414307	12.421698093414307
93	gpt2	94	47	1	allay	obj_rel_no_that	expected	The officer the pilot braves allays	0.00059481124117154	0.00059481124117154	12.569509983062744	12.569509983062744
94	gpt2	95	48	1	allege	obj_rel_no_that	unexpected	The officer the pilot braves allege	2.4772218694124604e-06	2.4772218694124604e-06	18.62284469604492	18.62284469604492
95	gpt2	96	48	1	allege	obj_rel_no_that	expected	The officer the pilot braves alleges	2.8452359401853755e-05	2.8452359401853755e-05	15.101092338562012	15.101092338562012
96	gpt2	97	49	1	alleviate	obj_rel_no_that	unexpected	The officer the pilot braves alleviate	2.057686288026161e-08	2.057686288026161e-08	25.534400939941406	25.534400939941406
97	gpt2	98	49	1	alleviate	obj_rel_no_that	expected	The officer the pilot braves alleviates	0.1322252277326328	0.1322252277326328	11.564848423004149	11.564848423004149
98	gpt2	99	50	1	allocate	obj_rel_no_that	unexpected	The officer the pilot braves allocate	6.1188600852801756e-09	6.1188600852801756e-09	27.284090042114254	27.284090042114254
99	gpt2	100	50	1	allocate	obj_rel_no_that	expected	The officer the pilot braves allocates	0.3716860031960376	0.3716860031960376	12.451295241713522	12.451295241713522
100	gpt2	101	51	1	allowed	obj_rel_no_that	unexpected	The officer the pilot braves allowed	7.424822251778096e-05	7.424822251778096e-05	13.717284202575684	13.717284202575684
101	gpt2	102	51	1	allowed	obj_rel_no_that	expected	The officer the pilot braves alloweds	4.136124925935292e-05	4.136124925935292e-05	15.282881259918213	15.282881259918213
102	gpt2	103	52	1	allow	obj_rel_no_that	unexpected	The officer the pilot braves allow	1.72286070210248e-06	1.72286070210248e-06	19.14676284790039	19.14676284790039
103	gpt2	104	52	1	allow	obj_rel_no_that	expected	The officer the pilot braves allows	3.469869989203289e-05	3.469869989203289e-05	14.814759254455566	14.814759254455566
104	gpt2	105	53	1	ally	obj_rel_no_that	unexpected	The officer the pilot braves ally	2.1946203787592827e-07	2.1946203787592827e-07	22.119525909423828	22.119525909423828
105	gpt2	106	53	1	ally	obj_rel_no_that	expected	The officer the pilot braves allies	1.2100309731977177e-06	1.2100309731977177e-06	19.656524658203125	19.656524658203125
106	gpt2	107	54	1	alter	obj_rel_no_that	unexpected	The officer the pilot braves alter	6.389271334228397e-07	6.389271334228397e-07	20.577844619750977	20.577844619750977
107	gpt2	108	54	1	alter	obj_rel_no_that	expected	The officer the pilot braves alters	5.01335136959824e-07	5.01335136959824e-07	20.92772102355957	20.92772102355957
108	gpt2	109	55	1	amalgamate	obj_rel_no_that	unexpected	The officer the pilot braves amalgamate	0.0014586233404356374	0.0014586233404356374	17.095330715179443	17.095330715179443
109	gpt2	110	55	1	amalgamate	obj_rel_no_that	expected	The officer the pilot braves amalgamates	0.22415616449346665	0.22415616449346665	10.035098055998484	10.035098055998484
110	gpt2	111	56	1	amass	obj_rel_no_that	unexpected	The officer the pilot braves amass	0.006627631688388642	0.006627631688388642	10.234397649765015	10.234397649765015
111	gpt2	112	56	1	amass	obj_rel_no_that	expected	The officer the pilot braves amasses	0.0006159625718282425	0.0006159625718282425	11.976568222045898	11.976568222045898
112	gpt2	113	57	1	amaze	obj_rel_no_that	unexpected	The officer the pilot braves amaze	0.0007326504219235925	0.0007326504219235925	11.846362113952637	11.846362113952637
113	gpt2	114	57	1	amaze	obj_rel_no_that	expected	The officer the pilot braves amazes	0.0028220020121807426	0.0028220020121807426	10.854140758514404	10.854140758514404
114	gpt2	115	58	1	amble	obj_rel_no_that	unexpected	The officer the pilot braves amble	0.00030413464446609254	0.00030413464446609254	12.51911973953247	12.51911973953247
115	gpt2	116	58	1	amble	obj_rel_no_that	expected	The officer the pilot braves ambles	8.888505681165967e-05	8.888505681165967e-05	14.340034484863281	14.340034484863281
116	gpt2	117	59	1	amend	obj_rel_no_that	unexpected	The officer the pilot braves amend	1.9151816132989552e-08	1.9151816132989552e-08	25.637943267822266	25.637943267822266
117	gpt2	118	59	1	amend	obj_rel_no_that	expected	The officer the pilot braves amends	0.005219098495217593	0.005219098495217593	10.407514095306396	10.407514095306396
118	gpt2	119	60	1	amortize	obj_rel_no_that	unexpected	The officer the pilot braves amortize	0.01924204624204623	0.01924204624204623	9.769201755523682	9.769201755523682
119	gpt2	120	60	1	amortize	obj_rel_no_that	expected	The officer the pilot braves amortizes	0.0027931644544878283	0.0027931644544878283	10.725691318511963	10.725691318511963
120	gpt2	121	61	1	amount	obj_rel_no_that	unexpected	The officer the pilot braves amount	3.8731312201889523e-07	3.8731312201889523e-07	21.29999542236328	21.29999542236328
121	gpt2	122	61	1	amount	obj_rel_no_that	expected	The officer the pilot braves amounts	2.4684113668627106e-06	2.4684113668627106e-06	18.62798500061035	18.62798500061035
122	gpt2	123	62	1	amplify	obj_rel_no_that	unexpected	The officer the pilot braves amplify	1.6101504130006106e-08	1.6101504130006106e-08	25.888229370117188	25.888229370117188
123	gpt2	124	62	1	amplify	obj_rel_no_that	expected	The officer the pilot braves amplifies	0.09067971306226494	0.09067971306226494	12.641551852226259	12.641551852226259
124	gpt2	125	63	1	analyze	obj_rel_no_that	unexpected	The officer the pilot braves analyze	4.0899191589005575e-08	4.0899191589005575e-08	24.543352127075195	24.543352127075195
125	gpt2	126	63	1	analyze	obj_rel_no_that	expected	The officer the pilot braves analyzes	0.4379229357540311	0.4379229357540311	10.760092727839947	10.760092727839947
126	gpt2	127	64	1	anchor	obj_rel_no_that	unexpected	The officer the pilot braves anchor	3.114785158686573e-07	3.114785158686573e-07	21.61436462402344	21.61436462402344
127	gpt2	128	64	1	anchor	obj_rel_no_that	expected	The officer the pilot braves anchors	2.2647861896984978e-07	2.2647861896984978e-07	22.074121475219727	22.074121475219727
128	gpt2	129	65	1	announce	obj_rel_no_that	unexpected	The officer the pilot braves announce	1.389727231071447e-07	1.389727231071447e-07	22.77869415283203	22.77869415283203
129	gpt2	130	65	1	announce	obj_rel_no_that	expected	The officer the pilot braves announces	5.041757503931876e-06	5.041757503931876e-06	17.597640991210938	17.597640991210938
130	gpt2	131	66	1	answer	obj_rel_no_that	unexpected	The officer the pilot braves answer	1.9607803096732823e-06	1.9607803096732823e-06	18.960140228271484	18.960140228271484
131	gpt2	132	66	1	answer	obj_rel_no_that	expected	The officer the pilot braves answers	1.0937522347376216e-05	1.0937522347376216e-05	16.48035430908203	16.48035430908203
132	gpt2	133	67	1	antagonize	obj_rel_no_that	unexpected	The officer the pilot braves antagonize	0.0020060016612432918	0.0020060016612432918	13.046413660049438	13.046413660049438
133	gpt2	134	67	1	antagonize	obj_rel_no_that	expected	The officer the pilot braves antagonizes	0.010471864959868042	0.010471864959868042	11.85384488105774	11.85384488105774
134	gpt2	135	68	1	anticipate	obj_rel_no_that	unexpected	The officer the pilot braves anticipate	5.732945282943547e-07	5.732945282943547e-07	20.734220504760746	20.734220504760746
135	gpt2	136	68	1	anticipate	obj_rel_no_that	expected	The officer the pilot braves anticipates	0.49195023594415943	0.49195023594415943	9.049430246464908	9.049430246464908
136	gpt2	137	69	1	apologize	obj_rel_no_that	unexpected	The officer the pilot braves apologize	1.0336528930565692e-06	1.0336528930565692e-06	19.88381767272949	19.88381767272949
137	gpt2	138	69	1	apologize	obj_rel_no_that	expected	The officer the pilot braves apologizes	0.41377163862341604	0.41377163862341604	10.039200365543365	10.039200365543365
138	gpt2	139	70	1	appeal	obj_rel_no_that	unexpected	The officer the pilot braves appeal	1.2264540600881446e-06	1.2264540600881446e-06	19.637075424194336	19.637075424194336
139	gpt2	140	70	1	appeal	obj_rel_no_that	expected	The officer the pilot braves appeals	4.572222223941935e-06	4.572222223941935e-06	17.738672256469727	17.738672256469727
140	gpt2	141	71	1	appear	obj_rel_no_that	unexpected	The officer the pilot braves appear	3.08487142319791e-05	3.08487142319791e-05	14.984430313110352	14.984430313110352
141	gpt2	142	71	1	appear	obj_rel_no_that	expected	The officer the pilot braves appears	0.0012457079719752	0.0012457079719752	9.648818016052246	9.648818016052246
142	gpt2	143	72	1	appease	obj_rel_no_that	unexpected	The officer the pilot braves appease	2.1658017601566826e-08	2.1658017601566826e-08	25.46052360534668	25.46052360534668
143	gpt2	144	72	1	appease	obj_rel_no_that	expected	The officer the pilot braves appeases	0.07584078046087937	0.07584078046087937	12.227303862571715	12.227303862571715
144	gpt2	145	73	1	append	obj_rel_no_that	unexpected	The officer the pilot braves append	1.1625257201330896e-07	1.1625257201330896e-07	23.03623390197754	23.03623390197754
145	gpt2	146	73	1	append	obj_rel_no_that	expected	The officer the pilot braves appends	0.0010600490912792797	0.0010600490912792797	14.067761898040771	14.067761898040771
146	gpt2	147	74	1	applaud	obj_rel_no_that	unexpected	The officer the pilot braves applaud	7.170837648118322e-07	7.170837648118322e-07	20.411354064941406	20.411354064941406
147	gpt2	148	74	1	applaud	obj_rel_no_that	expected	The officer the pilot braves applauds	0.4598402390083436	0.4598402390083436	10.266075268387794	10.266075268387794
148	gpt2	149	75	1	apply	obj_rel_no_that	unexpected	The officer the pilot braves apply	2.0909214981656987e-06	2.0909214981656987e-06	18.867429733276367	18.867429733276367
149	gpt2	150	75	1	apply	obj_rel_no_that	expected	The officer the pilot braves applies	1.4498488781100605e-05	1.4498488781100605e-05	16.07373809814453	16.07373809814453
150	gpt2	151	76	1	appoint	obj_rel_no_that	unexpected	The officer the pilot braves appoint	2.1056885657344537e-07	2.1056885657344537e-07	22.1792049407959	22.1792049407959
151	gpt2	152	76	1	appoint	obj_rel_no_that	expected	The officer the pilot braves appoints	0.37745325364944904	0.37745325364944904	11.292417719960213	11.292417719960213
152	gpt2	153	77	1	appraise	obj_rel_no_that	unexpected	The officer the pilot braves appraise	0.008644446728794703	0.008644446728794703	14.222333431243896	14.222333431243896
153	gpt2	154	77	1	appraise	obj_rel_no_that	expected	The officer the pilot braves appraises	0.1091247694548656	0.1091247694548656	12.393296718597412	12.393296718597412
154	gpt2	155	78	1	appreciate	obj_rel_no_that	unexpected	The officer the pilot braves appreciate	6.810118975408841e-07	6.810118975408841e-07	20.485816955566406	20.485816955566406
155	gpt2	156	78	1	appreciate	obj_rel_no_that	expected	The officer the pilot braves appreciates	0.357399623383003	0.357399623383003	9.690876051783562	9.690876051783562
156	gpt2	157	79	1	approach	obj_rel_no_that	unexpected	The officer the pilot braves approach	1.367922050121706e-05	1.367922050121706e-05	16.15765380859375	16.15765380859375
157	gpt2	158	79	1	approach	obj_rel_no_that	expected	The officer the pilot braves approaches	2.7776515707955696e-05	2.7776515707955696e-05	15.135774612426758	15.135774612426758
158	gpt2	159	80	1	approve	obj_rel_no_that	unexpected	The officer the pilot braves approve	9.945505752284589e-08	9.945505752284589e-08	23.26137924194336	23.26137924194336
159	gpt2	160	80	1	approve	obj_rel_no_that	expected	The officer the pilot braves approves	5.506089451046137e-07	5.506089451046137e-07	20.792469024658203	20.792469024658203
160	gpt2	161	81	1	argue	obj_rel_no_that	unexpected	The officer the pilot braves argue	4.337653990660328e-06	4.337653990660328e-06	17.814653396606445	17.814653396606445
161	gpt2	162	81	1	argue	obj_rel_no_that	expected	The officer the pilot braves argues	2.898875209211837e-05	2.898875209211837e-05	15.07414722442627	15.07414722442627
162	gpt2	163	82	1	arise	obj_rel_no_that	unexpected	The officer the pilot braves arise	9.201598771824139e-08	9.201598771824139e-08	23.3735408782959	23.3735408782959
163	gpt2	164	82	1	arise	obj_rel_no_that	expected	The officer the pilot braves arises	1.9458627775748027e-06	1.9458627775748027e-06	18.97115898132324	18.97115898132324
164	gpt2	165	83	1	arm	obj_rel_no_that	unexpected	The officer the pilot braves arm	9.894581125990952e-06	9.894581125990952e-06	16.624929428100586	16.624929428100586
165	gpt2	166	83	1	arm	obj_rel_no_that	expected	The officer the pilot braves arms	5.140648227097699e-06	5.140648227097699e-06	17.569618225097656	17.569618225097656
166	gpt2	167	84	1	arouse	obj_rel_no_that	unexpected	The officer the pilot braves arouse	0.006880061195261077	0.006880061195261077	10.247137784957886	10.247137784957886
167	gpt2	168	84	1	arouse	obj_rel_no_that	expected	The officer the pilot braves arouses	0.007119621088861528	0.007119621088861528	12.710005044937134	12.710005044937134
168	gpt2	169	85	1	arrange	obj_rel_no_that	unexpected	The officer the pilot braves arrange	1.716215081160044e-07	1.716215081160044e-07	22.474266052246094	22.474266052246094
169	gpt2	170	85	1	arrange	obj_rel_no_that	expected	The officer the pilot braves arranges	0.48807496324678823	0.48807496324678823	9.96670750528574	9.96670750528574
170	gpt2	171	86	1	arrest	obj_rel_no_that	unexpected	The officer the pilot braves arrest	5.4149440984474495e-05	5.4149440984474495e-05	14.172694206237791	14.172694206237791
171	gpt2	172	86	1	arrest	obj_rel_no_that	expected	The officer the pilot braves arrests	3.04522200167412e-06	3.04522200167412e-06	18.32502174377441	18.32502174377441
